/net3 X,/net3 Y,/net8 X,/net8 Y,/04 X,/04 Y
7.160208680548051e-09,5,7.160208680548051e-09,0.003548192577390075,7.160208680548051e-09,4.999666383918749
7.251768704095486e-09,5,7.251768704095486e-09,0.001003407054469105,7.251768704095486e-09,4.999905790727023
7.351768704095486e-09,5,7.351768704095486e-09,3.091327186421477e-05,7.351768704095486e-09,4.999997117468792
7.451768704095486e-09,5,7.451768704095486e-09,-0.0001818968318804615,7.451768704095486e-09,5.000017088639535
7.551768704095485e-09,5,7.551768704095485e-09,-0.0001552260688125777,7.551768704095485e-09,5.000014462693301
7.651768704095484e-09,5,7.651768704095484e-09,-8.977186349040235e-05,7.651768704095484e-09,5.0000083113026
7.751768704095483e-09,5,7.751768704095483e-09,-4.167709291421544e-05,7.751768704095483e-09,5.000003838153943
7.851768704095483e-09,5,7.851768704095483e-09,-1.582299094669371e-05,7.851768704095483e-09,5.000001452886807
7.951768704095482e-09,5,7.951768704095482e-09,-4.441472005605613e-06,7.951768704095482e-09,5.00000039898497
8.051768704095481e-09,5,8.051768704095481e-09,-3.933172565283605e-07,8.051768704095481e-09,5.00000002127013
8.15176870409548e-09,5,8.15176870409548e-09,5.970473626091692e-07,8.15176870409548e-09,4.999999927918469
8.25176870409548e-09,5,8.25176870409548e-09,5.840930928453937e-07,8.25176870409548e-09,4.999999927940402
8.351768704095479e-09,5,8.351768704095479e-09,3.684347515832473e-07,8.351768704095479e-09,4.999999947885255
8.451768704095478e-09,5,8.451768704095478e-09,1.921857906902e-07,8.451768704095478e-09,4.999999965191426
8.551768704095477e-09,5,8.551768704095477e-09,8.957044215387755e-08,8.551768704095477e-09,4.999999974960526
8.651768704095476e-09,5,8.651768704095476e-09,4.118678463808722e-08,8.651768704095476e-09,4.999999979486999
8.751768704095476e-09,5,8.751768704095476e-09,2.240827562628808e-08,8.751768704095476e-09,4.999999981231733
8.851768704095475e-09,5,8.851768704095475e-09,1.688732544662767e-08,8.851768704095475e-09,4.999999981744843
8.951768704095474e-09,5,8.951768704095474e-09,1.620450249127973e-08,8.951768704095474e-09,4.999999981808774
9.051768704095473e-09,5,9.051768704095473e-09,1.678072985556932e-08,9.051768704095473e-09,4.999999981755067
9.151768704095473e-09,5,9.151768704095473e-09,1.739797010456672e-08,9.151768704095473e-09,4.999999981697212
9.251768704095472e-09,5,9.251768704095472e-09,1.778902807929525e-08,9.251768704095472e-09,4.999999981660438
9.351768704095471e-09,5,9.351768704095471e-09,1.79846962455007e-08,9.351768704095471e-09,4.999999981642005
9.45176870409547e-09,5,9.45176870409547e-09,1.806561306545741e-08,9.45176870409547e-09,4.999999981634375
9.55176870409547e-09,5,9.55176870409547e-09,1.809206043500052e-08,9.55176870409547e-09,4.999999981631881
9.651768704095469e-09,5,9.651768704095469e-09,1.809719985783274e-08,9.651768704095469e-09,4.999999981631397
9.751768704095468e-09,5,9.751768704095468e-09,1.80959852008425e-08,9.751768704095468e-09,4.999999981631512
9.851768704095467e-09,5,9.851768704095467e-09,1.809391906776448e-08,9.851768704095467e-09,4.999999981631706
9.925884352047733e-09,5,9.925884352047733e-09,1.809273178338245e-08,9.925884352047733e-09,4.999999981631818
1e-08,5,1e-08,1.80919833556841e-08,1e-08,4.999999981631889
