/net3 X,/net3 Y,/net8 X,/net8 Y,/04 X,/04 Y
1.635597826362647e-09,0,1.635597826362647e-09,4.794278386473697,1.635597826362647e-09,0.009820520009344661
1.66161787955919e-09,0,1.66161787955919e-09,4.829409521039062,1.66161787955919e-09,0.008086377565784437
1.690275400477348e-09,0,1.690275400477348e-09,4.861227599831598,1.690275400477348e-09,0.006539015164232872
1.721893290765151e-09,0,1.721893290765151e-09,4.889532434958975,1.721893290765151e-09,0.005176977514151359
1.756947715746835e-09,0,1.756947715746835e-09,4.914273383373141,1.756947715746835e-09,0.003997098977799898
1.796110664239763e-09,0,1.796110664239763e-09,4.935496563925036,1.796110664239763e-09,0.002993498877979581
1.84031166152392e-09,0,1.84031166152392e-09,4.953307413257034,1.84031166152392e-09,0.002157958694525616
1.890838966707505e-09,0,1.890838966707505e-09,4.967851768616844,1.890838966707505e-09,0.001480570719899474
1.949513559511034e-09,0,1.949513559511034e-09,4.979312110021873,1.949513559511034e-09,0.0009500970456884856
2.018997293216785e-09,0,2.018997293216785e-09,4.987913627942514,2.018997293216785e-09,0.0005539017196305939
2.103364186606997e-09,0,2.103364186606997e-09,4.993935722928233,2.103364186606997e-09,0.000277519364172567
2.203364186606997e-09,0,2.203364186606997e-09,4.997558799074604,2.203364186606997e-09,0.0001116456895177558
2.303364186606997e-09,0,2.303364186606997e-09,4.999160268937419,2.303364186606997e-09,3.842191195238644e-05
2.403364186606997e-09,0,2.403364186606997e-09,4.999791782078491,2.403364186606997e-09,9.549116516614079e-06
2.503364186606997e-09,0,2.503364186606997e-09,5.000001561867493,2.503364186606997e-09,-5.128492488594118e-08
2.603364186606997e-09,0,2.603364186606997e-09,5.000048631043757,2.603364186606997e-09,-2.211368270062287e-06
2.703364186606997e-09,0,2.703364186606997e-09,5.000042950926146,2.703364186606997e-09,-1.997551975197193e-06
2.803364186606997e-09,0,2.803364186606997e-09,5.00002732270676,2.803364186606997e-09,-1.2904763556599e-06
2.903364186606997e-09,0,2.903364186606997e-09,5.000014893131963,2.903364186606997e-09,-6.930025944785323e-07
3.003364186606997e-09,0,3.003364186606997e-09,5.000007257783756,3.003364186606997e-09,-3.243863971274669e-07
3.103364186606998e-09,0,3.103364186606998e-09,5.000003177821351,3.103364186606998e-09,-1.31430377763691e-07
3.203364186606998e-09,0,3.203364186606998e-09,5.000001218410619,3.203364186606998e-09,-4.062099009423319e-08
3.303364186606998e-09,0,3.303364186606998e-09,5.000000371039591,3.303364186606998e-09,-1.672305397227315e-09
3.403364186606998e-09,0,3.403364186606998e-09,5.000000048827913,3.403364186606998e-09,1.318273198128626e-08
3.503364186606998e-09,0,3.503364186606998e-09,4.999999949410172,3.503364186606998e-09,1.780473031110227e-08
3.603364186606998e-09,0,3.603364186606998e-09,4.999999931495974,3.603364186606998e-09,1.85667030827081e-08
3.703364186606998e-09,0,3.703364186606998e-09,4.999999938424641,3.703364186606998e-09,1.828706067523366e-08
3.803364186606998e-09,0,3.803364186606998e-09,4.999999948831721,3.803364186606998e-09,1.783517059681978e-08
3.903364186606998e-09,0,3.903364186606998e-09,4.999999956709552,3.903364186606998e-09,1.748042369263241e-08
4.003364186606998e-09,0,4.003364186606998e-09,4.999999961495789,4.003364186606998e-09,1.726090472541069e-08
4.103364186606998e-09,0,4.103364186606998e-09,4.999999964051439,4.103364186606998e-09,1.714308715619434e-08
4.203364186606998e-09,0,4.203364186606998e-09,4.999999965284899,4.203364186606998e-09,1.708633075608047e-08
4.303364186606998e-09,0,4.303364186606998e-09,4.999999965824558,4.303364186606998e-09,1.706159075383618e-08
4.403364186606998e-09,0,4.403364186606998e-09,4.999999966034497,4.403364186606998e-09,1.705199156030145e-08
4.503364186606998e-09,0,4.503364186606998e-09,4.999999966102591,4.503364186606998e-09,1.704888121867019e-08
4.603364186606998e-09,0,4.603364186606998e-09,4.999999966116757,4.603364186606998e-09,1.704823440112513e-08
4.703364186606998e-09,0,4.703364186606998e-09,4.999999966114164,4.703364186606998e-09,1.704835256593741e-08
4.803364186606998e-09,0,4.803364186606998e-09,4.999999966108596,4.803364186606998e-09,1.704860723349035e-08
4.903364186606998e-09,0,4.903364186606998e-09,4.999999966104132,4.903364186606998e-09,1.704881191496631e-08
5.003364186606998e-09,0,5.003364186606998e-09,4.999999966101342,5.003364186606998e-09,1.704893969232954e-08
5.103364186606998e-09,0,5.103364186606998e-09,4.999999966099824,5.103364186606998e-09,1.704900873958807e-08
5.203364186606999e-09,0,5.203364186606999e-09,4.99999996609908,5.203364186606999e-09,1.704904315306735e-08
5.303364186606999e-09,0,5.303364186606999e-09,4.999999966098747,5.303364186606999e-09,1.70490582671239e-08
5.403364186606999e-09,0,5.403364186606999e-09,4.999999966098614,5.403364186606999e-09,1.70490639401407e-08
5.503364186606999e-09,0,5.503364186606999e-09,4.99999996609857,5.503364186606999e-09,1.704906647616388e-08
5.603364186606999e-09,0,5.603364186606999e-09,4.99999996609856,5.603364186606999e-09,1.704906691887558e-08
5.703364186606999e-09,0,5.703364186606999e-09,4.999999966098561,5.703364186606999e-09,1.704906671187507e-08
5.803364186606999e-09,0,5.803364186606999e-09,4.999999966098565,5.803364186606999e-09,1.704906702600995e-08
5.903364186606999e-09,0,5.903364186606999e-09,4.999999966098566,5.903364186606999e-09,1.704906670788844e-08
6.003364186606999e-09,0,6.003364186606999e-09,4.999999966098566,6.003364186606999e-09,1.70490666350136e-08
6.1e-09,0,6.1e-09,4.999999966098567,6.1e-09,1.704906687015753e-08
6.1015625e-09,0.07812500000000587,6.1015625e-09,5.009740568212564,6.1015625e-09,0.001940363027024173
6.104122720062094e-09,0.2061360031047139,6.104122720062094e-09,5.025676639888658,6.104122720062094e-09,0.004930134165425266
6.109243160186283e-09,0.46215800931413,6.109243160186283e-09,5.057312896402612,6.109243160186283e-09,0.01009690072090863
6.111719228272803e-09,0.5859614136401375,6.111719228272803e-09,5.072453105658645,6.111719228272803e-09,0.01221889566340201
6.116671364445843e-09,0.8335682222921525,6.116671364445843e-09,5.102493520284697,6.116671364445843e-09,0.0158479248432215
6.126575636791924e-09,1.328781839596183,6.126575636791924e-09,5.160975224132248,6.126575636791924e-09,0.02106579838441332
6.128515537894678e-09,1.425776894733874,6.128515537894678e-09,5.171347871787726,6.128515537894678e-09,0.02162787042539665
6.132395340100185e-09,1.619767005009258,6.132395340100185e-09,5.190428368959211,6.132395340100185e-09,0.02228822328503243
6.140154944511201e-09,2.007747225560024,6.140154944511201e-09,5.221355653392715,6.140154944511201e-09,0.02202209225497187
6.146695151042256e-09,2.33475755211279,6.146695151042256e-09,5.239823180156806,6.146695151042256e-09,0.02044218814968842
6.154858923806675e-09,2.742946190333747,6.154858923806675e-09,5.253090354387518,6.154858923806675e-09,0.01717283826381744
6.163121978570109e-09,3.156098928505446,6.163121978570109e-09,5.255421600042888,6.163121978570109e-09,0.01277440182311934
6.170770746958891e-09,3.538537347944557,6.170770746958891e-09,5.247708960959706,6.170770746958891e-09,0.008003977611370375
6.176396769040553e-09,3.819838452027647,6.176396769040553e-09,5.235772859070954,6.176396769040553e-09,0.00413309849473346
6.179301392090212e-09,3.965069604510616,6.179301392090212e-09,5.227280205033265,6.179301392090212e-09,0.001986879163641427
6.185110638189531e-09,4.255531909476553,6.185110638189531e-09,5.203964084772549,6.185110638189531e-09,-0.002954907862811093
6.192555319094766e-09,4.627765954738278,6.192555319094766e-09,5.144087174167512,6.192555319094766e-09,-0.01348402845237749
6.196277659547383e-09,4.813882977369141,6.196277659547383e-09,5.10363734950926,6.196277659547383e-09,-0.01978914693833986
6.2e-09,5,6.2e-09,5.0597354217919,6.2e-09,-0.02593490510776456
6.200933190477737e-09,5,6.200933190477737e-09,5.04510752841075,6.200933190477737e-09,-0.02807611061029652
6.201746205571113e-09,5,6.201746205571113e-09,5.032336767595315,6.201746205571113e-09,-0.02990461933283498
6.202680202370412e-09,5,6.202680202370412e-09,5.017640553602272,6.202680202370412e-09,-0.03194435264994735
6.20454819596901e-09,5,6.20454819596901e-09,4.988175008748126,6.20454819596901e-09,-0.0358183404517816
6.208284183166206e-09,5,6.208284183166206e-09,4.928963789794387,6.208284183166206e-09,-0.04281196761446379
6.215756157560598e-09,5,6.215756157560598e-09,4.809483518178433,6.215756157560598e-09,-0.05432911952073702
6.2254681569567e-09,5,6.2254681569567e-09,4.652283175637745,6.2254681569567e-09,-0.06559006660365781
6.235696268746071e-09,5,6.235696268746071e-09,4.484891352159873,6.235696268746071e-09,-0.07427674097526847
6.245505606847617e-09,5,6.245505606847617e-09,4.327662465570749,6.245505606847617e-09,-0.08119394695183653
6.249962845598039e-09,5,6.249962845598039e-09,4.261278039503011,6.249962845598039e-09,-0.08449801829323576
6.257573314486244e-09,5,6.257573314486244e-09,4.152006271566517,6.257573314486244e-09,-0.0884576026655008
6.26396751678108e-09,5,6.26396751678108e-09,4.061298931292956,6.26396751678108e-09,-0.08883192045064429
6.273794824695323e-09,5,6.273794824695323e-09,3.922802018863019,6.273794824695323e-09,-0.08320299322576399
6.27923780943867e-09,5,6.27923780943867e-09,3.846548578741975,6.27923780943867e-09,-0.0768188730117768
6.285777091468911e-09,5,6.285777091468911e-09,3.7553747241586,6.285777091468911e-09,-0.06613565743518296
6.291993279032216e-09,5,6.291993279032216e-09,3.669151170743528,6.291993279032216e-09,-0.05301996069566534
6.298678587059437e-09,5,6.298678587059437e-09,3.576901815593196,6.298678587059437e-09,-0.03581103666119644
6.305394791643643e-09,5,6.305394791643643e-09,3.484716117350762,6.305394791643643e-09,-0.01543215894957609
6.312070245600795e-09,5,6.312070245600795e-09,3.393592089943497,6.312070245600795e-09,0.007425360678017094
6.320772202467871e-09,5,6.320772202467871e-09,3.27565677870674,6.320772202467871e-09,0.04057372303066879
6.338176116202023e-09,5,6.338176116202023e-09,3.042695494353589,6.338176116202023e-09,0.1216270565644638
6.352848452602695e-09,5,6.352848452602695e-09,2.849625246212823,6.352848452602695e-09,0.2062366046379508
6.364271408953806e-09,5,6.364271408953806e-09,2.701703686276069,6.364271408953806e-09,0.2838667098976227
6.374517716107773e-09,5,6.374517716107773e-09,2.571060522419641,6.374517716107773e-09,0.3640977143697771
6.384896477695682e-09,5,6.384896477695682e-09,2.440953063386316,6.384896477695682e-09,0.4584963010126327
6.392831263014467e-09,5,6.392831263014467e-09,2.34297100307667,6.392831263014467e-09,0.5424628573778323
6.397434317686594e-09,5,6.397434317686594e-09,2.286580491010079,6.397434317686594e-09,0.5973024589773684
6.406640427030848e-09,5,6.406640427030848e-09,2.174826156667895,6.406640427030848e-09,0.7263447765193722
6.410049508208662e-09,5,6.410049508208662e-09,2.133998173961243,6.410049508208662e-09,0.7814924455535149
6.416867670564289e-09,5,6.416867670564289e-09,2.054376352541487,6.416867670564289e-09,0.9052394176278443
6.421824385694351e-09,5,6.421824385694351e-09,1.998586758599632,6.421824385694351e-09,1.00656092935932
6.431737815954476e-09,5,6.431737815954476e-09,1.892751458983937,6.431737815954476e-09,1.236968603738423
6.439268484633569e-09,5,6.439268484633569e-09,1.817424131190433,6.439268484633569e-09,1.435013187538496
6.448264572561548e-09,5,6.448264572561548e-09,1.732884789770551,6.448264572561548e-09,1.694418102019589
6.456587287938001e-09,5,6.456587287938001e-09,1.659593378547833,6.456587287938001e-09,1.95322696905876
6.464767377173187e-09,5,6.464767377173187e-09,1.59176076741459,6.464767377173187e-09,2.221666022218961
6.472129317954993e-09,5,6.472129317954993e-09,1.53392138717874,6.472129317954993e-09,2.472056358521646
6.478659084084358e-09,5,6.478659084084358e-09,1.484881368072902,6.478659084084358e-09,2.698498809670347
6.484145973053556e-09,5,6.484145973053556e-09,1.445128579614386,6.484145973053556e-09,2.889949725796822
6.488668152195458e-09,5,6.488668152195458e-09,1.413260861668671,6.488668152195458e-09,3.047029017573251
6.497712510479264e-09,5,6.497712510479264e-09,1.3518378446501,6.497712510479264e-09,3.350195846758362
6.506178971610058e-09,5,6.506178971610058e-09,1.29912992160703,6.506178971610058e-09,3.607157868879314
6.513616131981878e-09,5,6.513616131981878e-09,1.257301707524912,6.513616131981878e-09,3.80505683628817
6.522739112765897e-09,5,6.522739112765897e-09,1.208446334925074,6.522739112765897e-09,4.013863185238587
6.531294705570675e-09,5,6.531294705570675e-09,1.162757309481237,6.531294705570675e-09,4.179282288873183
6.538920966455316e-09,5,6.538920966455316e-09,1.121294378646714,6.538920966455316e-09,4.304688269138854
6.545888110569704e-09,5,6.545888110569704e-09,1.082647084720066,6.545888110569704e-09,4.403128791963998
6.552401379166629e-09,5,6.552401379166629e-09,1.045911208883122,6.552401379166629e-09,4.482813981066888
6.558647306311535e-09,5,6.558647306311535e-09,1.010239435824889,6.558647306311535e-09,4.549309564151979
6.564742237639469e-09,5,6.564742237639469e-09,0.9751004481610213,6.564742237639469e-09,4.605909302908931
6.570803070300964e-09,5,6.570803070300964e-09,0.9398736714378735,6.570803070300964e-09,4.655014092987932
6.576990891240083e-09,5,6.576990891240083e-09,0.9035996189939881,6.576990891240083e-09,4.698644773557551
6.583618469378846e-09,5,6.583618469378846e-09,0.8644062081692659,6.583618469378846e-09,4.739006110183763
6.591168376262576e-09,5,6.591168376262576e-09,0.819598168877503,6.591168376262576e-09,4.778033259726422
6.599880839144635e-09,5,6.599880839144635e-09,0.7684486438230732,6.599880839144635e-09,4.815216664115042
6.609348259701344e-09,5,6.609348259701344e-09,0.7144670003257839,6.609348259701344e-09,4.847682558553435
6.619467207733915e-09,5,6.619467207733915e-09,0.6592830616674019,6.619467207733915e-09,4.875043141865115
6.628494771739846e-09,5,6.628494771739846e-09,0.6125343168908823,6.628494771739846e-09,4.894347190584111
6.640803697684864e-09,5,6.640803697684864e-09,0.5528221116930032,6.640803697684864e-09,4.914894234415573
6.651770584723352e-09,5,6.651770584723352e-09,0.5035996875566777,6.651770584723352e-09,4.928892789580377
6.662691436382045e-09,5,6.662691436382045e-09,0.4582783184644822,6.662691436382045e-09,4.939824419447643
6.674784904171198e-09,5,6.674784904171198e-09,0.4122604910527714,6.674784904171198e-09,4.949358152536194
6.687863074563204e-09,5,6.687863074563204e-09,0.3671828146778517,6.687863074563204e-09,4.957440285109813
6.701928285990167e-09,5,6.701928285990167e-09,0.3237725065167315,6.701928285990167e-09,4.964257976299774
6.717218663197824e-09,5,6.717218663197824e-09,0.2820371104522053,6.717218663197824e-09,4.970086636819088
6.733859842696679e-09,5,6.733859842696679e-09,0.242420294137105,6.733859842696679e-09,4.975090463801537
6.751953731424472e-09,5,6.751953731424472e-09,0.205403277718518,6.751953731424472e-09,4.979397126164702
6.771657727077423e-09,5,6.771657727077423e-09,0.171306344512814,6.771657727077423e-09,4.983118849733562
6.793167027027581e-09,5,6.793167027027581e-09,0.1403624322830611,6.793167027027581e-09,4.98634140380556
6.816725045094753e-09,5,6.816725045094753e-09,0.112719822591666,6.816725045094753e-09,4.989127241606129
6.842656329832946e-09,5,6.842656329832946e-09,0.08843100136992169,6.842656329832946e-09,4.991522227627638
6.871397892622147e-09,5,6.871397892622147e-09,0.06746873288185343,6.871397892622147e-09,4.993560395263375
6.903541846758491e-09,5,6.903541846758491e-09,0.04974423530666366,6.903541846758491e-09,4.995268314270684
6.939903130152003e-09,5,6.939903130152003e-09,0.03512025654637337,6.939903130152003e-09,4.996668919264936
6.981626406352319e-09,5,6.981626406352319e-09,0.02342033014726476,6.981626406352319e-09,4.99778432273427
7.030364089724308e-09,5,7.030364089724308e-09,0.01443254431532486,7.030364089724308e-09,4.998637799399077
7.088592111189541e-09,5,7.088592111189541e-09,0.00790705442808862,7.088592111189541e-09,4.999255248741632
