/o X,/o Y,/net03 X,/net03 Y,/net1 X,/net1 Y
0,1.704906655848801e-08,0,4.999999981631962,0,0
1e-11,1.704906653521102e-08,1e-11,4.999999981631962,1e-11,0
3e-11,1.70490665430723e-08,3e-11,4.999999981631962,3e-11,0
6.999999999999999e-11,1.70490665940621e-08,6.999999999999999e-11,4.999999981631961,6.999999999999999e-11,0
1.5e-10,1.704906636223055e-08,1.5e-10,4.99999998163196,1.5e-10,0
2.5e-10,1.704906644250778e-08,2.5e-10,4.999999981631961,2.5e-10,0
3.5e-10,1.704906624156217e-08,3.5e-10,4.999999981631961,3.5e-10,0
4.5e-10,1.704906614109909e-08,4.5e-10,4.999999981631961,4.5e-10,0
5.5e-10,1.70490663591283e-08,5.5e-10,4.999999981631962,5.5e-10,0
6.499999999999999e-10,1.704906617318239e-08,6.499999999999999e-10,4.999999981631962,6.499999999999999e-10,0
7.499999999999999e-10,1.704906618226382e-08,7.499999999999999e-10,4.999999981631962,7.499999999999999e-10,0
8.499999999999999e-10,1.704906607495726e-08,8.499999999999999e-10,4.999999981631962,8.499999999999999e-10,0
9.25e-10,1.704906674416001e-08,9.25e-10,4.999999981631962,9.25e-10,0
1e-09,1.704906699156116e-08,1e-09,4.999999981631962,1e-09,0
1.000048387895121e-09,8.105930028846621e-05,1.000048387895121e-09,5.000383999313672,1.000048387895121e-09,0.002419394756067303
1.000082557713316e-09,0.0001382014727081903,1.000082557713316e-09,5.000655019105485,1.000082557713316e-09,0.00412788566580807
1.000150897349706e-09,0.000252144413018092,1.000150897349706e-09,5.001196429320398,1.000150897349706e-09,0.007544867485289603
1.000287576622485e-09,0.0004785707729617498,1.000287576622485e-09,5.002276555443554,1.000287576622485e-09,0.01437883112425267
1.000560935168044e-09,0.0009255600500500552,1.000560935168044e-09,5.004425953803548,1.000560935168044e-09,0.02804675840217881
1.001107652259161e-09,0.001796457370623461,1.001107652259161e-09,5.008681787103226,1.001107652259161e-09,0.05538261295803108
1.002201086441395e-09,0.003449270871148478,1.002201086441395e-09,5.017025977092654,1.002201086441395e-09,0.1100543220697356
1.004049219003981e-09,0.005990201808108104,1.004049219003981e-09,5.030644579620057,1.004049219003981e-09,0.202460950199035
1.006020441413025e-09,0.008377588490700378,1.006020441413025e-09,5.044536171349519,1.006020441413025e-09,0.3010220706512353
1.008090203802972e-09,0.01055946126445726,1.008090203802972e-09,5.05846507077744,1.008090203802972e-09,0.4045101901485766
1.010283577311834e-09,0.01254673397220947,1.010283577311834e-09,5.072545964430323,1.010283577311834e-09,0.5141788655917177
1.012580570332537e-09,0.01431072461703423,1.012580570332537e-09,5.086604333356087,1.012580570332537e-09,0.629028516626828
1.014990792337441e-09,0.01586337814823111,1.014990792337441e-09,5.10070342764935,1.014990792337441e-09,0.7495396168720266
1.017404474476422e-09,0.01724600995900017,1.017404474476422e-09,5.114689244990047,1.017404474476422e-09,0.8702237238211161
1.0192003428855e-09,0.01832561366331674,1.0192003428855e-09,5.125768114668168,1.0192003428855e-09,0.9600171442749895
1.020566468472678e-09,0.01910836537241823,1.020566468472678e-09,5.134254455517603,1.020566468472678e-09,1.028323423633913
1.022020606090309e-09,0.01980666138116135,1.022020606090309e-09,5.14285353872507,1.022020606090309e-09,1.101030304515452
1.023286762321435e-09,0.0202761821179979,1.023286762321435e-09,5.149828871485862,1.023286762321435e-09,1.164338116071766
1.02504063797222e-09,0.02070534446042033,1.02504063797222e-09,5.158600066427681,1.02504063797222e-09,1.252031898611009
1.028319881860071e-09,0.0208462816128916,1.028319881860071e-09,5.172049259986128,1.028319881860071e-09,1.415994093003568
1.032039988951648e-09,0.02005124492536899,1.032039988951648e-09,5.182539440208497,1.032039988951648e-09,1.601999447582401
1.035109524362115e-09,0.0187090361546906,1.035109524362115e-09,5.187352676995925,1.035109524362115e-09,1.755476218105743
1.038060614743961e-09,0.01690370604321795,1.038060614743961e-09,5.188703496142373,1.038060614743961e-09,1.903030737198032
1.041008229217387e-09,0.01465904120440642,1.041008229217387e-09,5.186859807061911,1.041008229217387e-09,2.050411460869343
1.0439862329377e-09,0.01199962095497728,1.0439862329377e-09,5.181776265749053,1.0439862329377e-09,2.19931164688498
1.047076737778049e-09,0.00887677821092969,1.047076737778049e-09,5.173096554182317,1.047076737778049e-09,2.353836888902435
1.050323315914943e-09,0.005248601131302733,1.050323315914943e-09,5.160254362012125,1.050323315914943e-09,2.516165795747134
1.053774729827888e-09,0.001048172173749428,1.053774729827888e-09,5.142405944115681,1.053774729827888e-09,2.688736491394411
1.057512017522604e-09,-0.00403820440800611,1.057512017522604e-09,5.118154952576958,1.057512017522604e-09,2.875600876130202
1.060321911686226e-09,-0.008127317379212313,1.060321911686226e-09,5.096477186271347,1.060321911686226e-09,3.016095584311298
1.062848903046755e-09,-0.01196320194675315,1.062848903046755e-09,5.074382260603113,1.062848903046755e-09,3.142445152337764
1.066098715803886e-09,-0.01712178997172271,1.066098715803886e-09,5.042188188671228,1.066098715803886e-09,3.304935790194276
1.072598341318146e-09,-0.02818176664455039,1.072598341318146e-09,4.964488571114205,1.072598341318146e-09,3.6299170659073
1.07414225628778e-09,-0.03100201287830275,1.07414225628778e-09,4.943149678791937,1.07414225628778e-09,3.707112814389007
1.076659000851545e-09,-0.03605211730859981,1.076659000851545e-09,4.904457652288926,1.076659000851545e-09,3.832950042577256
1.077849223813307e-09,-0.03881687134623044,1.077849223813307e-09,4.883569298326737,1.077849223813307e-09,3.892461190665335
1.078961636188166e-09,-0.04171658701245392,1.078961636188166e-09,4.862022124697764,1.078961636188166e-09,3.94808180940831
1.080257825237194e-09,-0.04537849599205668,1.080257825237194e-09,4.834830750563468,1.080257825237194e-09,4.012891261859682
1.081570089308436e-09,-0.04931791745823375,1.081570089308436e-09,4.805309903296507,1.081570089308436e-09,4.07850446542178
1.083063112524688e-09,-0.05414043385309245,1.083063112524688e-09,4.768933746937615,1.083063112524688e-09,4.153155626234395
1.084987372479248e-09,-0.06076098489192655,1.084987372479248e-09,4.718124818498901,1.084987372479248e-09,4.249368623962403
1.086860296492585e-09,-0.06735922940920676,1.086860296492585e-09,4.665670837013734,1.086860296492585e-09,4.34301482462927
1.088374186692023e-09,-0.07273790034938539,1.088374186692023e-09,4.621406961190971,1.088374186692023e-09,4.418709334601164
1.090562084371427e-09,-0.08057854261511359,1.090562084371427e-09,4.554546289076956,1.090562084371427e-09,4.528104218571356
1.094937879730235e-09,-0.09677202386575851,1.094937879730235e-09,4.411015417656744,1.094937879730235e-09,4.746893986511742
1.096623967353792e-09,-0.1036582946338981,1.096623967353792e-09,4.353236892089288,1.096623967353792e-09,4.831198367689593
1.098203184330767e-09,-0.1108390986290659,1.098203184330767e-09,4.298933085295279,1.098203184330767e-09,4.910159216538339
1.099101592165383e-09,-0.1152043294867202,1.099101592165383e-09,4.267976008619356,1.099101592165383e-09,4.955079608269166
1.1e-09,-0.1196708256368816,1.1e-09,4.236826341248946,1.1e-09,5
1.100468307761272e-09,-0.122674432619353,1.100468307761272e-09,4.217919756196696,1.100468307761272e-09,5
1.1008827313728e-09,-0.1253110136305597,1.1008827313728e-09,4.201219225739303,1.1008827313728e-09,5
1.101294250384653e-09,-0.1278876864757321,1.101294250384653e-09,4.184655737581664,1.101294250384653e-09,5
1.10211728840836e-09,-0.1328779733455865,1.10211728840836e-09,4.151563685169616,1.10211728840836e-09,5
1.103525451973603e-09,-0.1408346996456337,1.103525451973603e-09,4.094981885428727,1.103525451973603e-09,5
1.105441188993747e-09,-0.1503768268800834,1.105441188993747e-09,4.017996634839082,1.105441188993747e-09,5
1.107962813651844e-09,-0.160594877832098,1.107962813651844e-09,3.916626379679495,1.107962813651844e-09,5
1.111630629152715e-09,-0.1706603162365787,1.111630629152715e-09,3.769183423793675,1.111630629152715e-09,5
1.118294630567624e-09,-0.1745411755867531,1.118294630567624e-09,3.501743738667327,1.118294630567624e-09,5
1.126273133146474e-09,-0.1552300725693933,1.126273133146474e-09,3.183257556645567,1.126273133146474e-09,5
1.132985879930672e-09,-0.1188082955738545,1.132985879930672e-09,2.917688999211427,1.132985879930672e-09,5
1.13930666776307e-09,-0.06717916033530072,1.13930666776307e-09,2.670665095642666,1.13930666776307e-09,5
1.145351252629519e-09,-0.001109997098790653,1.145351252629519e-09,2.438728989169387,1.145351252629519e-09,5
1.147930114837612e-09,0.03078260829833361,1.147930114837612e-09,2.341566167769959,1.147930114837612e-09,5
1.150081932381868e-09,0.05977333441533528,1.150081932381868e-09,2.261641749445169,1.150081932381868e-09,5
1.152180429290538e-09,0.09030091793259432,1.152180429290538e-09,2.184969197698305,1.152180429290538e-09,5
1.154996637288992e-09,0.1350463495613152,1.154996637288992e-09,2.084472876254131,1.154996637288992e-09,5
1.157942940710316e-09,0.1869401532010133,1.157942940710316e-09,1.98266295494941,1.157942940710316e-09,5
1.160682954346121e-09,0.2404723745150859,1.160682954346121e-09,1.891202843641471,1.160682954346121e-09,5
1.163304545847319e-09,0.2973413461836679,1.163304545847319e-09,1.806545538333817,1.163304545847319e-09,5
1.165683249877343e-09,0.3549664579057913,1.165683249877343e-09,1.731905325231966,1.165683249877343e-09,5
1.167749166610301e-09,0.4108926621692899,1.167749166610301e-09,1.668528031369342,1.167749166610301e-09,5
1.1696707346419e-09,0.4682678135653375,1.1696707346419e-09,1.610850679982704,1.1696707346419e-09,5
1.172246686108534e-09,0.5526322172247304,1.172246686108534e-09,1.535980021075983,1.172246686108534e-09,5
1.175205543088471e-09,0.6589480866618745,1.175205543088471e-09,1.45388790731578,1.175205543088471e-09,5
1.178195672018735e-09,0.7758106855412084,1.178195672018735e-09,1.375244075930934,1.178195672018735e-09,5
1.181914233501154e-09,0.9332080838555397,1.181914233501154e-09,1.283345852804282,1.181914233501154e-09,5
1.186135950165449e-09,1.126301048509415,1.186135950165449e-09,1.186611114461011,1.186135950165449e-09,5
1.190509944236434e-09,1.340172116774255,1.190509944236434e-09,1.094430094073042,1.190509944236434e-09,5
1.195047448198195e-09,1.574116018882901,1.195047448198195e-09,1.006782541229749,1.195047448198195e-09,5
1.199776610608186e-09,1.828086770769453,1.199776610608186e-09,0.9229277542564196,1.199776610608186e-09,5
1.204850824001374e-09,2.108911173239611,1.204850824001374e-09,0.8397395095525704,1.204850824001374e-09,5
1.210369858426621e-09,2.418297206886428,1.210369858426621e-09,0.7570998185172406,1.210369858426621e-09,5
1.215476333524073e-09,2.701128096794204,1.215476333524073e-09,0.6884057768682843,1.215476333524073e-09,5
1.220230015046238e-09,2.953951957030013,1.220230015046238e-09,0.6310810796605573,1.220230015046238e-09,5
1.224779182182649e-09,3.178448189604042,1.224779182182649e-09,0.5826988927630398,1.224779182182649e-09,5
1.229115345570478e-09,3.372598428709449,1.229115345570478e-09,0.5423789080723886,1.229115345570478e-09,5
1.234437416287358e-09,3.585384061521003,1.234437416287358e-09,0.4987317329112835,1.234437416287358e-09,5
1.243555051956084e-09,3.89222013841964,1.243555051956084e-09,0.433545392728559,1.243555051956084e-09,5
