/net6 X,/net6 Y
0,6.819626086648007e-08
1e-11,6.819625776256787e-08
3e-11,6.819625474984509e-08
6.999999999999999e-11,6.819625283745112e-08
1.5e-10,6.819625533145696e-08
2.5e-10,6.81962590012436e-08
3.5e-10,6.819626191926436e-08
4.5e-10,6.819626316048323e-08
5.5e-10,6.819626250514145e-08
6.499999999999999e-10,6.819626186285516e-08
7.499999999999999e-10,6.819626131315539e-08
8.499999999999999e-10,6.819626076176294e-08
9.25e-10,6.819626115121521e-08
1e-09,6.819626111843951e-08
1.000207063125091e-09,-0.0003228857680566265
1.000353305486885e-09,-0.0005524050334755716
1.000645790210474e-09,-0.001016769248509983
1.000924494349511e-09,-0.001465993344931521
1.001481902627583e-09,-0.002383196288427923
1.002247538198511e-09,-0.003680107501689117
1.002973595902635e-09,-0.004945447099197951
1.00374425257731e-09,-0.006321548234266082
1.004575183475951e-09,-0.007838210716610184
1.005464985859144e-09,-0.009494660338662097
1.006426562790729e-09,-0.01131630332972289
1.0074657249683e-09,-0.01331543385452837
1.008587645377189e-09,-0.01550303930952168
1.009796565598561e-09,-0.017889843081301
1.011103421773997e-09,-0.02051022940516578
1.012523441803327e-09,-0.02345932593990745
1.014019256555484e-09,-0.02686041653877896
1.015118400863017e-09,-0.02962867970467248
1.016317647027537e-09,-0.03280068225524804
1.017456664709012e-09,-0.03583739300081298
1.018502755563184e-09,-0.03858876121056152
1.019787591709537e-09,-0.04187914964935908
1.021513392712867e-09,-0.0461014760093139
1.023723219179878e-09,-0.05112270414004184
1.026412230844232e-09,-0.05657566697945415
1.029511711521832e-09,-0.06187420597287763
1.032966574598131e-09,-0.06643134388740181
1.036790597677269e-09,-0.06970932498861433
1.041042095626383e-09,-0.07106900424424241
1.045819253185014e-09,-0.06962709330034991
1.051292756237484e-09,-0.06402449115306108
1.05780728434607e-09,-0.05179075049965894
1.066206688859289e-09,-0.02699749150404367
1.075730218010259e-09,0.01316098720175583
1.078650398719192e-09,0.02802360639471423
1.082087430510568e-09,0.04703761327171534
1.083412300087106e-09,0.05480929415559377
1.084476399180025e-09,0.06123464780478769
1.085204078536239e-09,0.06572722372970734
1.08589422267446e-09,0.07006771543881059
1.08658522551414e-09,0.07449735027691076
1.087227164682465e-09,0.07869186955215034
1.087902033958188e-09,0.08318698889016693
1.088546848577108e-09,0.08756491580356573
1.089273805827724e-09,0.09259804281363417
1.09022197856822e-09,0.09931709841509936
1.091573365280273e-09,0.1091914802166446
1.093851907257201e-09,0.1266164767711415
1.097316099425831e-09,0.1549184206482344
1.1e-09,0.1783068782716817
1.100494819629262e-09,0.1839111091423603
1.10094118915905e-09,0.1889619503521211
1.10147199033102e-09,0.1949592061730983
1.102533592674959e-09,0.2069219065271103
1.104656797362837e-09,0.2307249295101726
1.108664010360937e-09,0.2752491094884386
1.113785621971263e-09,0.3314931807982496
1.12095251939928e-09,0.4091742661388521
1.126781626885041e-09,0.4716139945360561
1.137058483608285e-09,0.5804852245576982
1.144401111022713e-09,0.657477517759578
1.151436463627641e-09,0.7306894579311324
1.155482496591281e-09,0.7724876109954409
1.163574562518563e-09,0.8548230504747976
1.165869285175567e-09,0.8776677603111956
1.170458730489577e-09,0.9225464072216587
1.179637621117595e-09,1.009853482230418
1.182956619811542e-09,1.040941897038929
1.189594617199436e-09,1.102595328547288
1.192735612541803e-09,1.131549851407833
1.199017603226539e-09,1.189051664785888
1.202838801668051e-09,1.223768104669883
1.210481198551077e-09,1.292625735285975
1.215318264409274e-09,1.335819182115343
1.224992396125667e-09,1.421337773710943
1.230737493221007e-09,1.471587798749586
1.236398111351924e-09,1.520717756109391
1.24079529006712e-09,1.558825236693522
1.249589647497512e-09,1.63446202774247
1.26050850066909e-09,1.727076212608455
1.270570066930232e-09,1.81113138466755
1.279940185670109e-09,1.888269504646177
1.298680423149864e-09,2.039026698221998
1.322519554555738e-09,2.223405527925188
1.342774594776465e-09,2.373103526566084
1.357851845516633e-09,2.480375581897546
1.370477254060822e-09,2.567754308374812
