/net6 X,/net6 Y
0,6.819626074244739e-08
1e-11,6.819625749363823e-08
3e-11,6.81962531555898e-08
6.999999999999999e-11,6.819625131857885e-08
1.5e-10,6.819625371470708e-08
2.5e-10,6.819625648245524e-08
3.5e-10,6.819625682029287e-08
4.5e-10,6.819625851120038e-08
5.5e-10,6.819625759811623e-08
6.499999999999999e-10,6.819625856601675e-08
7.499999999999999e-10,6.819625760880822e-08
8.499999999999999e-10,6.81962586529304e-08
9.25e-10,6.819625871730368e-08
1e-09,6.819625873774162e-08
1.000545391840522e-09,-0.0005243152694429509
1.000965120747192e-09,-0.0009304129972453301
1.001804578560531e-09,-0.001752356809574364
1.002725840777918e-09,-0.002669574191988508
1.004568365212693e-09,-0.004548612512006401
1.007100444288601e-09,-0.007217447628624155
1.009574824200842e-09,-0.009913429623821388
1.012222585033148e-09,-0.01294700933221397
1.013219088931413e-09,-0.01421701258755053
1.0142639818706e-09,-0.01572814366976063
1.015217883117716e-09,-0.01729432056826249
1.016466310805067e-09,-0.01951997277272322
1.017498356608611e-09,-0.02140849640001658
1.018397987781361e-09,-0.02304272276488762
1.019465920071745e-09,-0.02493785214963129
1.020859086079266e-09,-0.0273059137467024
1.022610415265165e-09,-0.03007904821956798
1.024748815125287e-09,-0.03311244153705196
1.027263174333236e-09,-0.03612680727251663
1.030096027755122e-09,-0.03874183793160969
1.033218502399472e-09,-0.04059471511881427
1.036656099107171e-09,-0.0413162694004788
1.040481152627813e-09,-0.04043091632303748
1.044848206974913e-09,-0.03719248346662071
1.050113026530426e-09,-0.03009859514605863
1.057533090296194e-09,-0.01417408214418118
1.062715202657202e-09,0.0009862624985239269
1.068845343774018e-09,0.02303178506443335
1.074038590277079e-09,0.04506881878985895
1.079150255303163e-09,0.06964170481673336
1.081398354851521e-09,0.0813349717993317
1.084268872899209e-09,0.09703747431645449
1.085363927922673e-09,0.1032591368168995
1.08639683151844e-09,0.1092488701978721
1.087837328792637e-09,0.1178038639871846
1.088969929070648e-09,0.1246960995471852
1.090111497478377e-09,0.1317900972045038
1.091806639071188e-09,0.1425938032057347
1.094867777103625e-09,0.1629037442654985
1.1e-09,0.1991894752633871
1.10088069346809e-09,0.2071287587233834
1.10169967227535e-09,0.2144589021072743
1.102807762752352e-09,0.2242638608472914
1.105023943706358e-09,0.2434751603888974
1.109456305614368e-09,0.2804633804628395
1.113670314906554e-09,0.3140806480743404
1.117804986120706e-09,0.3458290230721498
1.122167782474109e-09,0.3782326312293503
1.126624304836842e-09,0.4103803021907566
1.131315989441057e-09,0.4433860385755341
1.136630102710649e-09,0.4799545309838483
1.142809585251432e-09,0.5216501748061949
1.150043178086953e-09,0.5696409952256996
1.158581626541298e-09,0.6255242236404663
1.168790918999917e-09,0.6916691636124602
1.179453175984545e-09,0.7602144513027758
1.188885896701191e-09,0.8202608724075944
1.193560272839919e-09,0.8496306061099
1.202909025117376e-09,0.9072348786416703
1.207284220411573e-09,0.933667039644392
1.216034610999969e-09,0.9858316380152066
1.220251111830018e-09,1.010757033023055
1.228684113490116e-09,1.060357738166472
1.233031403993863e-09,1.085829396123635
1.241725985001356e-09,1.136596871535803
1.246827586307691e-09,1.16628151261587
1.25289527717189e-09,1.20148905819869
1.258907037007216e-09,1.236267067416884
1.265521611083501e-09,1.27441233244494
1.27228935477169e-09,1.313311464267853
1.278182675750727e-09,1.34710233210209
1.283910893851928e-09,1.380030637691985
1.289457758234423e-09,1.411816842124881
1.29579033735497e-09,1.447983452845465
1.308455495596064e-09,1.519919231788177
1.317983798724841e-09,1.573680241154235
1.337040404982395e-09,1.680217819068471
1.350733047108163e-09,1.755896770944793
