/net7 X,/net7 Y,/net9 X,/net9 Y,/net10 X,/net10 Y,/net8 X,/net8 Y,/net3 X,/net3 Y
1.605696644882072e-09,-2.246521386142568e-16,1.605696644882072e-09,-2.246521386142568e-16,1.605696644882072e-09,-2.246521386142568e-16,1.605696644882072e-09,-2.246521386142568e-16,1.605696644882072e-09,4.415522251897503
1.630604408163977e-09,-2.888620554646913e-16,1.630604408163977e-09,-2.888620554646913e-16,1.630604408163977e-09,-2.888620554646913e-16,1.630604408163977e-09,-2.888620554646913e-16,1.630604408163977e-09,4.504932019763948
1.662029251142939e-09,-2.192695184770167e-16,1.662029251142939e-09,-2.192695184770167e-16,1.662029251142939e-09,-2.192695184770167e-16,1.662029251142939e-09,-2.192695184770167e-16,1.662029251142939e-09,4.599802759734795
1.699233288934036e-09,8.034020985681534e-17,1.699233288934036e-09,8.034020985681534e-17,1.699233288934036e-09,8.034020985681534e-17,1.699233288934036e-09,8.034020985681534e-17,1.699233288934036e-09,4.689688550943479
1.744721076053e-09,-1.215124980922488e-16,1.744721076053e-09,-1.215124980922488e-16,1.744721076053e-09,-1.215124980922488e-16,1.744721076053e-09,-1.215124980922488e-16,1.744721076053e-09,4.773371117172976
1.79312990844789e-09,-1.34739096170322e-16,1.79312990844789e-09,-1.34739096170322e-16,1.79312990844789e-09,-1.34739096170322e-16,1.79312990844789e-09,-1.34739096170322e-16,1.79312990844789e-09,4.838294741338755
1.84447577324768e-09,7.839062847916291e-17,1.84447577324768e-09,7.839062847916291e-17,1.84447577324768e-09,7.839062847916291e-17,1.84447577324768e-09,7.839062847916291e-17,1.84447577324768e-09,4.887272190754949
1.900518011968515e-09,-3.102555670077565e-16,1.900518011968515e-09,-3.102555670077565e-16,1.900518011968515e-09,-3.102555670077565e-16,1.900518011968515e-09,-3.102555670077565e-16,1.900518011968515e-09,4.924249872172672
1.962710411756242e-09,2.757188893184925e-16,1.962710411756242e-09,2.757188893184925e-16,1.962710411756242e-09,2.757188893184925e-16,1.962710411756242e-09,2.757188893184925e-16,1.962710411756242e-09,4.951574518651717
2.033016579660773e-09,-4.376719721155209e-16,2.033016579660773e-09,-4.376719721155209e-16,2.033016579660773e-09,-4.376719721155209e-16,2.033016579660773e-09,-4.376719721155209e-16,2.033016579660773e-09,4.971131983833908
2.113812853896591e-09,-3.960606091928488e-16,2.113812853896591e-09,-3.960606091928488e-16,2.113812853896591e-09,-3.960606091928488e-16,2.113812853896591e-09,-3.960606091928488e-16,2.113812853896591e-09,4.984429960104651
2.208197387969269e-09,-6.894929342247698e-17,2.208197387969269e-09,-6.894929342247698e-17,2.208197387969269e-09,-6.894929342247698e-17,2.208197387969269e-09,-6.894929342247698e-17,2.208197387969269e-09,4.992809042123759
2.320676601003171e-09,-1.753852616358722e-16,2.320676601003171e-09,-1.753852616358722e-16,2.320676601003171e-09,-1.753852616358722e-16,2.320676601003171e-09,-1.753852616358722e-16,2.320676601003171e-09,4.997525570805848
2.458259769292783e-09,-1.511765527639107e-16,2.458259769292783e-09,-1.511765527639107e-16,2.458259769292783e-09,-1.511765527639107e-16,2.458259769292783e-09,-1.511765527639107e-16,2.458259769292783e-09,4.999729195489339
2.632647354180705e-09,1.236614850478384e-16,2.632647354180705e-09,1.236614850478384e-16,2.632647354180705e-09,1.236614850478384e-16,2.632647354180705e-09,1.236614850478384e-16,2.632647354180705e-09,5.000415134531021
2.865125500194325e-09,2.636192010115282e-17,2.865125500194325e-09,2.636192010115282e-17,2.865125500194325e-09,2.636192010115282e-17,2.865125500194325e-09,2.636192010115282e-17,2.865125500194325e-09,5.00036614850856
3.199713932164729e-09,-1.556154581722992e-16,3.199713932164729e-09,-1.556154581722992e-16,3.199713932164729e-09,-1.556154581722992e-16,3.199713932164729e-09,-1.556154581722992e-16,3.199713932164729e-09,5.000134059345999
3.700361621636803e-09,3.678329728845907e-16,3.700361621636803e-09,3.678329728845907e-16,3.700361621636803e-09,3.678329728845907e-16,3.700361621636803e-09,3.678329728845907e-16,3.700361621636803e-09,4.999996921694562
4.295786571146775e-09,-4.322287906316375e-16,4.295786571146775e-09,-4.322287906316375e-16,4.295786571146775e-09,-4.322287906316375e-16,4.295786571146775e-09,-4.322287906316375e-16,4.295786571146775e-09,4.999979359457298
5.00481421794331e-09,1.516910858315976e-16,5.00481421794331e-09,1.516910858315976e-16,5.00481421794331e-09,1.516910858315976e-16,5.00481421794331e-09,1.516910858315976e-16,5.00481421794331e-09,4.999989483094717
5.552407108971655e-09,-3.045107485420976e-17,5.552407108971655e-09,-3.045107485420976e-17,5.552407108971655e-09,-3.045107485420976e-17,5.552407108971655e-09,-3.045107485420976e-17,5.552407108971655e-09,4.999994563036895
6.1e-09,1.238070722351689e-16,6.1e-09,1.238070722351689e-16,6.1e-09,1.238070722351689e-16,6.1e-09,1.238070722351689e-16,6.1e-09,4.999996086727094
6.10625e-09,1.255677112703071e-16,6.10625e-09,1.255677112703071e-16,6.10625e-09,1.255677112703071e-16,6.10625e-09,0.3125000000000232,6.10625e-09,5.006498715497978
6.112701350297192e-09,1.273850711363206e-16,6.112701350297192e-09,1.273850711363206e-16,6.112701350297192e-09,1.273850711363206e-16,6.112701350297192e-09,0.6350675148595853,6.112701350297192e-09,5.015282076737026
6.122712348451713e-09,1.302051917973675e-16,6.122712348451713e-09,1.302051917973675e-16,6.122712348451713e-09,1.302051917973675e-16,6.122712348451713e-09,1.135617422585642,6.122712348451713e-09,5.025382920769453
6.132784612666665e-09,1.330425712452179e-16,6.132784612666665e-09,1.330425712452179e-16,6.132784612666665e-09,1.330425712452179e-16,6.132784612666665e-09,1.639230633333244,6.132784612666665e-09,5.026687931701921
6.137855108732189e-09,1.344709413732934e-16,6.137855108732189e-09,1.344709413732934e-16,6.137855108732189e-09,1.344709413732934e-16,6.137855108732189e-09,1.89275543660943,6.137855108732189e-09,5.023740572581868
6.142874795696181e-09,1.358849984633694e-16,6.142874795696181e-09,1.358849984633694e-16,6.142874795696181e-09,1.358849984633694e-16,6.142874795696181e-09,2.143739784809034,6.142874795696181e-09,5.018435438843076
6.148139235321143e-09,1.373680029276625e-16,6.148139235321143e-09,1.373680029276625e-16,6.148139235321143e-09,1.373680029276625e-16,6.148139235321143e-09,2.406961766057137,6.148139235321143e-09,5.010477754460585
6.153240576299907e-09,1.388050621370638e-16,6.153240576299907e-09,1.388050621370638e-16,6.153240576299907e-09,1.388050621370638e-16,6.153240576299907e-09,2.662028814995339,6.153240576299907e-09,5.000754640895571
6.15860656381576e-09,1.403166728702593e-16,6.15860656381576e-09,1.403166728702593e-16,6.15860656381576e-09,1.403166728702593e-16,6.15860656381576e-09,2.930328190788011,6.15860656381576e-09,4.988657674804383
6.16390215568805e-09,1.418084529925808e-16,6.16390215568805e-09,1.418084529925808e-16,6.16390215568805e-09,1.418084529925808e-16,6.16390215568805e-09,3.19510778440248,6.16390215568805e-09,4.975126206669604
6.169368982823613e-09,1.433484704730963e-16,6.169368982823613e-09,1.433484704730963e-16,6.169368982823613e-09,1.433484704730963e-16,6.169368982823613e-09,3.468449141180671,6.169368982823613e-09,4.95977821213951
6.175711434772272e-09,1.451351534297829e-16,6.175711434772272e-09,1.451351534297829e-16,6.175711434772272e-09,1.451351534297829e-16,6.175711434772272e-09,3.785571738613622,6.175711434772272e-09,4.940572149104512
6.18243258500069e-09,1.470285165422904e-16,6.18243258500069e-09,1.470285165422904e-16,6.18243258500069e-09,1.470285165422904e-16,6.18243258500069e-09,4.12162925003451,6.18243258500069e-09,4.918913954324945
6.189525079201649e-09,1.490264880857607e-16,6.189525079201649e-09,1.490264880857607e-16,6.189525079201649e-09,1.490264880857607e-16,6.189525079201649e-09,4.476253960082445,6.189525079201649e-09,4.894381880166301
6.195551628114007e-09,1.507241804477218e-16,6.195551628114007e-09,1.507241804477218e-16,6.195551628114007e-09,1.507241804477218e-16,6.195551628114007e-09,4.777581405700343,6.195551628114007e-09,4.871721261785851
