/net6 X,/net6 Y
0,5.431478131955897e-08
1e-11,5.431477805677892e-08
3e-11,5.43147744138177e-08
6.999999999999999e-11,5.431477277838387e-08
1.5e-10,5.43147758163437e-08
2.5e-10,5.431477801597038e-08
3.5e-10,5.43147792737825e-08
4.5e-10,5.431477984522235e-08
5.5e-10,5.431478142147417e-08
6.499999999999999e-10,5.43147806949778e-08
7.499999999999999e-10,5.43147807304701e-08
8.499999999999999e-10,5.431478150650023e-08
9.25e-10,5.431478029181228e-08
1e-09,5.431478041885068e-08
1.000299269868249e-09,-0.0004928253388813226
1.000528354989132e-09,-0.0008715889914274529
1.000986525230896e-09,-0.001634770031619689
1.001489368541843e-09,-0.002481163510060135
1.002495055163737e-09,-0.004199787084289871
1.003902726445418e-09,-0.006656648364240933
1.005273752293449e-09,-0.009099243182915818
1.006738700582947e-09,-0.01175429009008401
1.008330755150629e-09,-0.01468245255162755
1.010049630470329e-09,-0.01788285533119059
1.011920007523587e-09,-0.02139928745895002
1.013956718163493e-09,-0.02525561657463465
1.016173067255709e-09,-0.02947032943546254
1.018571039958869e-09,-0.03403741147067928
1.02110333903943e-09,-0.03885425510211883
1.02368656641042e-09,-0.04374930757313718
1.026807849514751e-09,-0.04962405624810735
1.030286410213495e-09,-0.05610464744008926
1.034150458286829e-09,-0.06320656607200992
1.038478392200813e-09,-0.07102812054343274
1.043345652774174e-09,-0.07964761379186788
1.048876825700782e-09,-0.08921166064031297
1.055248907724575e-09,-0.09992926453551067
1.062735820611199e-09,-0.1121318975257063
1.071877548005612e-09,-0.1265471132430583
1.073470873509828e-09,-0.1290427161511717
1.07665752451826e-09,-0.1342619546590446
1.079223585884181e-09,-0.1390785782196442
1.081550123853736e-09,-0.1439651621890747
1.083401823899765e-09,-0.1479871540299114
1.084867835033387e-09,-0.1510553625043281
1.086364536985808e-09,-0.1537655110698086
1.087427240379868e-09,-0.1552774054060505
1.088434150306963e-09,-0.1564539218076005
1.089505735345121e-09,-0.1575470834799332
1.090438312755523e-09,-0.158415821768004
1.091562766221589e-09,-0.159382060791357
1.093212634774959e-09,-0.1606411163877884
1.095807681078604e-09,-0.1621930565000791
1.1e-09,-0.1633567354851164
1.100908160414781e-09,-0.1630140102120152
1.101676989224476e-09,-0.1626617616451582
1.102644815064999e-09,-0.1621021107646308
1.104580466746045e-09,-0.1605480754350453
1.107867078012794e-09,-0.1565214955497027
1.112957719502781e-09,-0.1467386831577542
1.118506034670465e-09,-0.1311243840108185
1.124009580000833e-09,-0.1105161959141756
1.129530971679923e-09,-0.08495851805324399
1.135102651386554e-09,-0.05442499788210249
1.140734364970753e-09,-0.0190064178483257
1.146540586017966e-09,0.02184576675287933
1.151835125288927e-09,0.06254529929836901
1.1570651542026e-09,0.105629622438523
1.162409315624796e-09,0.1522818611793672
1.167877028645364e-09,0.2024441219050406
