/net03 X,/net03 Y,/o X,/o Y,/net1 X,/net1 Y
1.100482637845335e-09,4.217413363608652,1.100482637845335e-09,-0.1227452806521079,1.100482637845335e-09,5
1.100916094929065e-09,4.199947303171036,1.100916094929065e-09,-0.1255000967234538,1.100916094929065e-09,5
1.10134999696652e-09,4.182484709801297,1.10134999696652e-09,-0.1282112097298971,1.10134999696652e-09,5
1.10221780104143e-09,4.147595734603646,1.10221780104143e-09,-0.1334499323461826,1.10221780104143e-09,5
1.103649272499922e-09,4.09007832228185,1.103649272499922e-09,-0.1414774109656579,1.103649272499922e-09,5
1.105592587486281e-09,4.011982760231848,1.105592587486281e-09,-0.151048685612207,1.105592587486281e-09,5
1.108171790272286e-09,3.908295856941034,1.108171790272286e-09,-0.1613067582416288,1.108171790272286e-09,5
1.111958645301239e-09,3.756073181324917,1.111958645301239e-09,-0.1712738061911688,1.111958645301239e-09,5
1.119094488633998e-09,3.469783862608176,1.119094488633998e-09,-0.1737733366577783,1.119094488633998e-09,5
1.126819734839581e-09,3.161607183338204,1.126819734839581e-09,-0.1529578766751251,1.126819734839581e-09,5
1.133544981325251e-09,2.895771261726781,1.133544981325251e-09,-0.1149381964772045,1.133544981325251e-09,5
1.139917094123447e-09,2.647089368479644,1.139917094123447e-09,-0.06128219242971693,1.139917094123447e-09,5
1.145724132063092e-09,2.424673381848981,1.145724132063092e-09,0.003345971884306143,1.145724132063092e-09,5
1.148403096245556e-09,2.323989994315477,1.148403096245556e-09,0.03695255699335348,1.148403096245556e-09,5
1.150601824329955e-09,2.24262052592804,1.150601824329955e-09,0.06711400962365136,1.150601824329955e-09,5
1.152621426250231e-09,2.169138972380606,1.152621426250231e-09,0.09699981511603804,1.152621426250231e-09,5
1.155611390679723e-09,2.063033613978547,1.155611390679723e-09,0.1454061733169474,1.155611390679723e-09,5
1.158533102865554e-09,1.962792163526303,1.158533102865554e-09,0.1979891259474509,1.158533102865554e-09,5
1.161247414233614e-09,1.872835533131679,1.161247414233614e-09,0.2521789176511791,1.161247414233614e-09,5
1.163832517337284e-09,1.789898548744372,1.163832517337284e-09,0.3095434050366229,1.163832517337284e-09,5
1.166145960763413e-09,1.71768260508296,1.166145960763413e-09,0.3669342733080035,1.166145960763413e-09,5
1.168157409081813e-09,1.656244794928128,1.168157409081813e-09,0.4226030453632294,1.168157409081813e-09,5
1.170105695761132e-09,1.598077806745064,1.170105695761132e-09,0.4818784683838969,1.170105695761132e-09,5
1.173337363406829e-09,1.505302500592612,1.173337363406829e-09,0.5906412432677636,1.173337363406829e-09,5
1.176310293750475e-09,1.424404692031566,1.176310293750475e-09,0.7009955105140653,1.176310293750475e-09,5
1.179387662720078e-09,1.345155761748553,1.179387662720078e-09,0.8248034156237504,1.179387662720078e-09,5
1.183333872269627e-09,1.250003091375882,1.183333872269627e-09,0.9964640257719715,1.183333872269627e-09,5
1.187626747168541e-09,1.154363681999966,1.187626747168541e-09,1.197667825302742,1.187626747168541e-09,5
1.192050501044678e-09,1.063860190221164,1.192050501044678e-09,1.418280277779384,1.192050501044678e-09,5
1.196651060512909e-09,0.9776225888316242,1.196651060512909e-09,1.659119612500225,1.196651060512909e-09,5
1.201470707441818e-09,0.8944800626679181,1.201470707441818e-09,1.920975915503007,1.201470707441818e-09,5
1.206729214457287e-09,0.8106885837804082,1.206729214457287e-09,2.214023692567817,1.206729214457287e-09,5
1.212192841342958e-09,0.7317673812663822,1.212192841342958e-09,2.51994561909021,1.212192841342958e-09,5
1.217132853812795e-09,0.6677299722448791,1.217132853812795e-09,2.790710412893798,1.217132853812795e-09,5
1.221825847186384e-09,0.6133862368722534,1.221825847186384e-09,3.034916731043408,1.221825847186384e-09,5
1.226275462906132e-09,0.5682288171353711,1.226275462906132e-09,3.247561602955793,1.226275462906132e-09,5
1.230702505360098e-09,0.5288126898752655,1.230702505360098e-09,3.438811297460813,1.230702505360098e-09,5
1.237434611005272e-09,0.4762106602065864,1.237434611005272e-09,3.693731363772678,1.237434611005272e-09,5
1.245931719789828e-09,0.418037867537241,1.245931719789828e-09,3.961473255216266,1.245931719789828e-09,5
1.253831726893251e-09,0.369658871922556,1.253831726893251e-09,4.163939821532468,1.253831726893251e-09,5
1.261991710979234e-09,0.3242429661139319,1.261991710979234e-09,4.333304057580548,1.261991710979234e-09,5
1.270755585109716e-09,0.2800798550027387,1.270755585109716e-09,4.477972206108001,1.270755585109716e-09,5
1.279861165009475e-09,0.2390158056318983,1.279861165009475e-09,4.595329838833315,1.279861165009475e-09,5
1.289385374958913e-09,0.2011393340523362,1.289385374958913e-09,4.68982976069126,1.289385374958913e-09,5
1.299527513311886e-09,0.1662333190521869,1.299527513311886e-09,4.766082261145789,1.299527513311886e-09,5
1.310479382194214e-09,0.1343523648251269,1.310479382194214e-09,4.82726166489806,1.310479382194214e-09,5
1.322466607657005e-09,0.1056299799059888,1.322466607657005e-09,4.875833358948724,1.322466607657005e-09,5
1.335751062369164e-09,0.08026115879131179,1.335751062369164e-09,4.913740793625395,1.335751062369164e-09,5
1.350646284980947e-09,0.05844563384723143,1.350646284980947e-09,4.942606599207283,1.350646284980947e-09,5
1.367551397168319e-09,0.04031825160487791,1.367551397168319e-09,4.963879053644863,1.367551397168319e-09,5
1.386997346013589e-09,0.02590214147370111,1.386997346013589e-09,4.978895338270099,1.386997346013589e-09,5
1.409720196034102e-09,0.0150755827219903,1.409720196034102e-09,4.988904535173538,1.409720196034102e-09,5
1.43678361499788e-09,0.007553341483921908,1.43678361499788e-09,4.995066099954554,1.43678361499788e-09,5
1.458077160645585e-09,0.00429847485122579,1.458077160645585e-09,4.997396601871521,1.458077160645585e-09,5
1.496953736489962e-09,0.001268574131671123,1.496953736489962e-09,4.999368701125212,1.496953736489962e-09,5
1.53428309848324e-09,0.0001914004608593975,1.53428309848324e-09,4.999980600250871,1.53428309848324e-09,5
1.578858977032917e-09,-0.0001616551172444736,1.578858977032917e-09,5.000139078405486,1.578858977032917e-09,5
1.647076513116954e-09,-0.000183960615485426,1.647076513116954e-09,5.000113584423645,1.647076513116954e-09,5
1.766881782317212e-09,-7.237205052400861e-05,1.766881782317212e-09,5.000037157491129,1.766881782317212e-09,5
1.972689868707026e-09,8.357164323399141e-07,1.972689868707026e-09,4.999997238365308,1.972689868707026e-09,5
2.222689868707026e-09,6.825526375306667e-06,2.222689868707026e-09,4.999995750921361,2.222689868707026e-09,5
2.472689868707027e-09,1.851366001091311e-06,2.472689868707027e-09,4.999998939990237,2.472689868707027e-09,5
2.722689868707027e-09,5.100669555061997e-08,2.722689868707027e-09,4.999999979969342,2.722689868707027e-09,5
2.972689868707027e-09,-1.013267233974633e-07,2.972689868707027e-09,5.000000054892875,2.972689868707027e-09,5
3.222689868707027e-09,-1.753478068250252e-08,3.222689868707027e-09,5.000000002147395,3.222689868707027e-09,5
3.472689868707027e-09,1.565513737498346e-08,3.472689868707027e-09,4.999999982432351,3.472689868707027e-09,5
3.722689868707028e-09,1.915006619512777e-08,3.722689868707028e-09,4.999999980409496,3.722689868707028e-09,5
3.972689868707028e-09,1.783788226524855e-08,3.972689868707028e-09,4.99999998122864,3.972689868707028e-09,5
4.222689868707027e-09,1.71204810651756e-08,4.222689868707027e-09,4.999999981600353,4.222689868707027e-09,5
4.472689868707027e-09,1.701424273081619e-08,4.472689868707027e-09,4.999999981652027,4.472689868707027e-09,5
4.722689868707027e-09,1.703451604072327e-08,4.722689868707027e-09,4.99999998164014,4.722689868707027e-09,5
4.972689868707027e-09,1.704745032439174e-08,4.972689868707027e-09,4.999999981632882,4.972689868707027e-09,5
5.222689868707026e-09,1.70496264381166e-08,5.222689868707026e-09,4.999999981631637,5.222689868707026e-09,5
5.472689868707026e-09,1.704933443962504e-08,5.472689868707026e-09,4.999999981631802,5.472689868707026e-09,5
5.722689868707026e-09,1.704910217151597e-08,5.722689868707026e-09,4.99999998163194,5.722689868707026e-09,5
5.911344934353513e-09,1.704906226322313e-08,5.911344934353513e-09,4.999999981631964,5.911344934353513e-09,5
6.1e-09,1.704906126508539e-08,6.1e-09,4.999999981631965,6.1e-09,5
6.103125e-09,-0.02033182700010089,6.103125e-09,4.996021297642149,6.103125e-09,4.843749999999988
6.107189096019839e-09,-0.04495491733202925,6.107189096019839e-09,4.991581258928302,6.107189096019839e-09,4.640545199008056
6.115317288059516e-09,-0.09129018545367751,6.115317288059516e-09,4.984592607217246,6.115317288059516e-09,4.23413559702419
6.125664135048841e-09,-0.1407915572117975,6.125664135048841e-09,4.97946997516813,6.125664135048841e-09,3.716793247557935
6.13288081994473e-09,-0.1533858925767198,6.13288081994473e-09,4.980878618344718,6.13288081994473e-09,3.35595900276349
6.139612059783146e-09,-0.1472936197813447,6.139612059783146e-09,4.985457289079765,6.139612059783146e-09,3.019397010842719
6.153074539459976e-09,-0.08017916553838991,6.153074539459976e-09,5.002050057209132,6.153074539459976e-09,2.346273027001178
6.170630004716042e-09,0.1361232173577221,6.170630004716042e-09,5.038239350445569,6.170630004716042e-09,1.468499764197909
6.176969056341132e-09,0.270671431790127,6.176969056341132e-09,5.058380101775352,6.176969056341132e-09,1.151547182943383
6.183348190237221e-09,0.4488135366421868,6.183348190237221e-09,5.083977776093126,6.183348190237221e-09,0.8325904881389681
6.190403353694034e-09,0.6928062866381454,6.190403353694034e-09,5.116949247989421,6.190403353694034e-09,0.4798323152983111
6.195201676847017e-09,0.8787931402665585,6.195201676847017e-09,5.141045880801965,6.195201676847017e-09,0.2399161576491542
6.2e-09,1.072074228106674,6.2e-09,5.167143067095447,6.2e-09,0
6.200998212012676e-09,1.120039058953185,6.200998212012676e-09,5.173850978746246,6.200998212012676e-09,0
6.201897371216722e-09,1.163127629258536,6.201897371216722e-09,5.179607322007504,6.201897371216722e-09,0
6.202978672553825e-09,1.214743343525732,6.202978672553825e-09,5.186017569299562,6.202978672553825e-09,0
6.20514127522803e-09,1.317229703843104,6.20514127522803e-09,5.196978982817987,6.20514127522803e-09,0
6.20946648057644e-09,1.518960808319447,6.20946648057644e-09,5.211393592310808,6.20946648057644e-09,0
6.218116891273259e-09,1.907622019523951,6.218116891273259e-09,5.211599044882479,6.218116891273259e-09,0
6.231126686789622e-09,2.445370308566313,6.231126686789622e-09,5.146547549095657,6.231126686789622e-09,0
6.242896031890256e-09,2.870056540989564,6.242896031890256e-09,5.024031635234052,6.242896031890256e-09,0
6.253623400116894e-09,3.201653070543419,6.253623400116894e-09,4.864657910621178,6.253623400116894e-09,0
6.261162486997802e-09,3.405916308599382,6.261162486997802e-09,4.716191180741333,6.261162486997802e-09,0
6.269877506455855e-09,3.621614592517792,6.269877506455855e-09,4.477582143959252,6.269877506455855e-09,0
6.276168682807308e-09,3.760111356160394,6.276168682807308e-09,4.265103263822064,6.276168682807308e-09,0
6.285151332927384e-09,3.931841272632179,6.285151332927384e-09,3.913772521632057,6.285151332927384e-09,0
6.29385402166625e-09,4.072517491935063,6.29385402166625e-09,3.525722844014769,6.29385402166625e-09,0
6.304058664927759e-09,4.212227803769607,6.304058664927759e-09,3.019773350919363,6.304058664927759e-09,0
6.314620546867846e-09,4.332778502405615,6.314620546867846e-09,2.451245179212608,6.314620546867846e-09,0
6.324289323352972e-09,4.42233988064411,6.324289323352972e-09,1.919136633482663,6.324289323352972e-09,0
6.331399110016206e-09,4.476029515134442,6.331399110016206e-09,1.558619168094288,6.331399110016206e-09,0
6.336474359978052e-09,4.5087183828146,6.336474359978052e-09,1.330420434789682,6.336474359978052e-09,0
6.34181910076872e-09,4.540234958828599,6.34181910076872e-09,1.11827365379113,6.34181910076872e-09,0
6.351192513139291e-09,4.591958009749992,6.351192513139291e-09,0.8132919705368954,6.351192513139291e-09,0
6.363120653002266e-09,4.653758583205716,6.363120653002266e-09,0.5309810043227526,6.363120653002266e-09,0
6.372268511921773e-09,4.698201777484431,6.372268511921773e-09,0.3796224698872438,6.372268511921773e-09,0
6.380718886136622e-09,4.736436067569393,6.380718886136622e-09,0.2782657971577298,6.380718886136622e-09,0
6.389339197902738e-09,4.77213830112028,6.389339197902738e-09,0.2031486683990744,6.389339197902738e-09,0
6.398275018329889e-09,4.805338721311828,6.398275018329889e-09,0.1472411637118222,6.398275018329889e-09,0
6.407960251390472e-09,4.83690330074218,6.407960251390472e-09,0.1045234316098713,6.407960251390472e-09,0
6.418711360506844e-09,4.866813353177527,6.418711360506844e-09,0.07205531207870113,6.418711360506844e-09,0
6.430831734946907e-09,4.894687303188247,6.430831734946907e-09,0.04791077927397436,6.430831734946907e-09,0
6.444713258612061e-09,4.920083858760343,6.444713258612061e-09,0.03047529333400863,6.444713258612061e-09,0
6.460879213738899e-09,4.942530906397562,6.460879213738899e-09,0.01834792557068953,6.460879213738899e-09,0
6.480084266683688e-09,4.961599106307292,6.480084266683688e-09,0.01028458246455722,6.480084266683688e-09,0
6.503463671057752e-09,4.976941367641115,6.503463671057752e-09,0.005208510353920039,6.503463671057752e-09,0
6.532796135207482e-09,4.988346561372257,6.532796135207482e-09,0.002227781505749445,6.532796135207482e-09,0
6.554970136954501e-09,4.993138430107199,6.554970136954501e-09,0.001249321520694369,6.554970136954501e-09,0
6.595556987679032e-09,4.997737718170161,6.595556987679032e-09,0.0003995322461187696,6.595556987679032e-09,0
6.634665990385548e-09,4.999479338985552,6.634665990385548e-09,9.308296977848969e-05,6.634665990385548e-09,0
6.680870612801368e-09,5.000125215597915,6.680870612801368e-09,-2.311410070923828e-05,6.680870612801368e-09,0
6.749802354091206e-09,5.000254204430631,6.749802354091206e-09,-5.007082190633118e-05,6.749802354091206e-09,0
6.858990205180492e-09,5.000134312138867,6.858990205180492e-09,-2.854112230452375e-05,6.858990205180492e-09,0
7.035953632150089e-09,5.000018042082528,7.035953632150089e-09,-4.387357318079188e-06,7.035953632150089e-09,0
7.285953632150088e-09,4.999990208412703,7.285953632150088e-09,2.054329736307429e-06,7.285953632150088e-09,0
7.535953632150089e-09,4.999995678119319,7.535953632150089e-09,9.763824232568686e-07,7.535953632150089e-09,0
7.78595363215009e-09,4.999999413544648,7.78595363215009e-09,1.504151180439486e-07,7.78595363215009e-09,0
8.03595363215009e-09,5.00000013598834,8.03595363215009e-09,-1.634090271742387e-08,8.03595363215009e-09,0
8.285953632150091e-09,5.000000069834534,8.285953632150091e-09,-3.094284523183915e-09,8.285953632150091e-09,0
8.535953632150091e-09,4.999999996291637,8.535953632150091e-09,1.353180439848672e-08,8.535953632150091e-09,0
8.785953632150092e-09,4.999999979580441,8.785953632150092e-09,1.752674375113939e-08,8.785953632150092e-09,0
9.035953632150092e-09,4.999999979747189,9.035953632150092e-09,1.744749927738895e-08,9.035953632150092e-09,0
9.285953632150093e-09,4.999999981218073,9.285953632150093e-09,1.713755791636856e-08,9.285953632150093e-09,0
9.535953632150094e-09,4.999999981649234,9.535953632150094e-09,1.704546414224356e-08,9.535953632150094e-09,0
9.785953632150094e-09,4.999999981668426,9.785953632150094e-09,1.70410738291697e-08,9.785953632150094e-09,0
1.003595363215009e-08,4.999999981641678,1.003595363215009e-08,1.704689595239841e-08,1.003595363215009e-08,0
1.02859536321501e-08,4.999999981632144,1.02859536321501e-08,1.704901892884259e-08,1.02859536321501e-08,0
1.05359536321501e-08,4.999999981631283,1.05359536321501e-08,1.704921809320552e-08,1.05359536321501e-08,0
1.07859536321501e-08,4.999999981631743,1.07859536321501e-08,1.704911590810861e-08,1.07859536321501e-08,0
1.094297681607505e-08,4.99999998163192,1.094297681607505e-08,1.70490758815322e-08,1.094297681607505e-08,0
1.11e-08,4.999999981631968,1.11e-08,1.704906528574832e-08,1.11e-08,0
1.1103125e-08,5.023123522256313,1.1103125e-08,0.004354288215921757,1.1103125e-08,0.1562500000000117
1.110718909601984e-08,5.051447875848143,1.110718909601984e-08,0.009159360995832064,1.110718909601984e-08,0.3594548009919445
1.111531728805952e-08,5.101752873617222,1.111531728805952e-08,0.01580664472764981,1.111531728805952e-08,0.7658644029758102
1.113157367213887e-08,5.172150108195702,1.113157367213887e-08,0.01979895520543141,1.113157367213887e-08,1.578683606943541
1.114028327507125e-08,5.177562752706454,1.114028327507125e-08,0.01542934714468915,1.114028327507125e-08,2.014163753562729
1.114857023108266e-08,5.15820332542463,1.114857023108266e-08,0.007849781760321802,1.114857023108266e-08,2.428511554133137
1.116171610681173e-08,5.075952565166339,1.116171610681173e-08,-0.009124071789818021,1.116171610681173e-08,3.085805340586637
1.117119386292492e-08,4.97383984622313,1.117119386292492e-08,-0.02471129877196442,1.117119386292492e-08,3.559693146246229
1.117782293404215e-08,4.873300848189661,1.117782293404215e-08,-0.03811822694769677,1.117782293404215e-08,3.891146702107689
1.11829825472746e-08,4.759412880754176,1.11829825472746e-08,-0.05328380771386437,1.11829825472746e-08,4.149127363729772
1.118771504250478e-08,4.629123589987806,1.118771504250478e-08,-0.06983765130519633,1.118771504250478e-08,4.385752125239199
1.119385752125239e-08,4.435606801108116,1.119385752125239e-08,-0.09225324500847587,1.119385752125239e-08,4.692876062619539
1.119692876062619e-08,4.331207769242118,1.119692876062619e-08,-0.1048275176309521,1.119692876062619e-08,4.846438031309709
1.12e-08,4.225720018471342,1.12e-08,-0.1195783051870816,1.12e-08,4.999999999999962
1.120087300940987e-08,4.190555603829654,1.120087300940987e-08,-0.1250761434095579,1.120087300940987e-08,5
1.120162248280237e-08,4.160413934923774,1.120162248280237e-08,-0.1296901622156922,1.120162248280237e-08,5
1.120246017257184e-08,4.126744712865426,1.120246017257184e-08,-0.1346372658190838,1.120246017257184e-08,5
1.120413555211078e-08,4.059414462372768,1.120413555211078e-08,-0.1437163526703666,1.120413555211078e-08,5
1.120748631118866e-08,3.924702842534771,1.120748631118866e-08,-0.1583520409471819,1.120748631118866e-08,5
1.121418782934441e-08,3.655363986830488,1.121418782934441e-08,-0.1733275138226316,1.121418782934441e-08,5
1.122759086565591e-08,3.119985786625766,1.122759086565591e-08,-0.1477871392526175,1.122759086565591e-08,5
1.124477331126428e-08,2.452313104972678,1.124477331126428e-08,-0.007008817963222938,1.124477331126428e-08,5
1.125448171618115e-08,2.098821653080514,1.125448171618115e-08,0.1290693084613754,1.125448171618115e-08,5
1.126426116534013e-08,1.776254952518999,1.126426116534013e-08,0.3251786501988925,1.126426116534013e-08,5
1.126989247644026e-08,1.605075407540358,1.126989247644026e-08,0.4829934331578024,1.126989247644026e-08,5
1.127530384666087e-08,1.452309199317433,1.127530384666087e-08,0.6714152828888503,1.127530384666087e-08,5
1.128249971038714e-08,1.270455466324931,1.128249971038714e-08,0.9670136130744214,1.128249971038714e-08,5
1.128929451937465e-08,1.119969992450559,1.128929451937465e-08,1.28571640054244,1.128929451937465e-08,5
1.129679036161502e-08,0.975368961246813,1.129679036161502e-08,1.670624509091292,1.129679036161502e-08,5
1.130405600993193e-08,0.8522746637421704,1.130405600993193e-08,2.066418048630416,1.130405600993193e-08,5
1.131131442258055e-08,0.7434746440725669,1.131131442258055e-08,2.471214294696749,1.131131442258055e-08,5
1.13181657004049e-08,0.6545375543923756,1.13181657004049e-08,2.844240486118592,1.13181657004049e-08,5
1.132404543237291e-08,0.5892328200606451,1.132404543237291e-08,3.140919771027532,1.132404543237291e-08,5
1.132936643486863e-08,0.5392807565559222,1.132936643486863e-08,3.380259271603313,1.132936643486863e-08,5
1.133495720273014e-08,0.4938542778408672,1.133495720273014e-08,3.601934467710209,1.133495720273014e-08,5
1.134428689328829e-08,0.4279795206391919,1.134428689328829e-08,3.911713629481782,1.134428689328829e-08,5
1.135358551162639e-08,0.3704637306126456,1.135358551162639e-08,4.156678406531829,1.135358551162639e-08,5
1.136237174995132e-08,0.3217244483167062,1.136237174995132e-08,4.339357871444887,1.136237174995132e-08,5
1.137157571073963e-08,0.2757933559280378,1.137157571073963e-08,4.48929489831487,1.137157571073963e-08,5
1.138115796142408e-08,0.2332619986098043,1.138115796142408e-08,4.609560123214531,1.138115796142408e-08,5
1.139110856070392e-08,0.1945946567337334,1.139110856070392e-08,4.70441861656032,1.139110856070392e-08,5
1.140166618559695e-08,0.159369113962232,1.140166618559695e-08,4.779728907533251,1.140166618559695e-08,5
1.141306211650533e-08,0.1274974396961361,1.141306211650533e-08,4.839375879596929,1.141306211650533e-08,5
1.142554466374068e-08,0.09906183144394697,1.142554466374068e-08,4.886141333612053,1.142554466374068e-08,5
1.1439405999703e-08,0.07420572635550682,1.1439405999703e-08,4.92217941128091,1.1439405999703e-08,5
1.145499512995964e-08,0.05308493235919935,1.145499512995964e-08,4.949241152931391,1.145499512995964e-08,5
1.147275777954105e-08,0.03578816801216954,1.147275777954105e-08,4.968858451024563,1.147275777954105e-08,5
1.149329316033797e-08,0.02228418149368952,1.149329316033797e-08,4.982425857485282,1.149329316033797e-08,5
1.151744236715386e-08,0.01238899173376504,1.151744236715386e-08,4.991228747978089,1.151744236715386e-08,5
1.154643918276995e-08,0.00574936198731122,1.154643918276995e-08,4.996444244990294,1.154643918276995e-08,5
1.156983530825024e-08,0.002986897213200846,1.156983530825024e-08,4.99832246508165,1.156983530825024e-08,5
1.161252463919525e-08,0.0006225584445141309,1.161252463919525e-08,4.999768448986194,1.161252463919525e-08,5
1.165537555770904e-08,-0.0001092753173942899,1.165537555770904e-08,5.000143272577039,1.165537555770904e-08,5
1.170901555073161e-08,-0.000245848733453053,1.170901555073161e-08,5.000167826396988,1.170901555073161e-08,5
