/o1 X,/o1 Y,/net09 X,/net09 Y,/net1 X,/net1 Y
1.098324870317811e-09,-0.09636195432441763,1.098324870317811e-09,4.280490314356173,1.098324870317811e-09,4.916243515890569
1.1e-09,-0.1011828268592808,1.1e-09,4.239525640950211,1.1e-09,5
1.100621005770195e-09,-0.1034289149050615,1.100621005770195e-09,4.22244503766313,1.100621005770195e-09,5
1.101174447775885e-09,-0.1053912081282822,1.101174447775885e-09,4.207307203478434,1.101174447775885e-09,5
1.101770662557324e-09,-0.1074414118115705,1.101770662557324e-09,4.191071170367181,1.101770662557324e-09,5
1.102963092120204e-09,-0.1113079167128979,1.102963092120204e-09,4.158765862807411,1.102963092120204e-09,5
1.104945875444176e-09,-0.1169904853250478,1.104945875444176e-09,4.105381110803435,1.104945875444176e-09,5
1.107788175767555e-09,-0.1234339165154359,1.107788175767555e-09,4.029356415517889,1.107788175767555e-09,5
1.111672632931178e-09,-0.1289645365554645,1.111672632931178e-09,3.926263520837761,1.111672632931178e-09,5
1.119015200204146e-09,-0.1293980559122646,1.119015200204146e-09,3.733854485133899,1.119015200204146e-09,5
1.125160748981348e-09,-0.1201026587282365,1.125160748981348e-09,3.575293424772837,1.125160748981348e-09,5
1.13047539556418e-09,-0.1052558738387732,1.13047539556418e-09,3.440002341807141,1.13047539556418e-09,5
1.136080038609786e-09,-0.08302192411105973,1.136080038609786e-09,3.299175429577422,1.136080038609786e-09,5
1.141872556845885e-09,-0.05314539055117883,1.141872556845885e-09,3.155648281016236,1.141872556845885e-09,5
1.148345328371613e-09,-0.01170789712394994,1.148345328371613e-09,2.997760683492167,1.148345328371613e-09,5
1.151252574308989e-09,0.0091622159711082,1.151252574308989e-09,2.927748241227766,1.151252574308989e-09,5
1.154143684825855e-09,0.03097040158359693,1.154143684825855e-09,2.858762280846637,1.154143684825855e-09,5
1.157227531170599e-09,0.05601293785061694,1.157227531170599e-09,2.785902060937645,1.157227531170599e-09,5
1.159577923371604e-09,0.07635055883803703,1.159577923371604e-09,2.730911848973985,1.159577923371604e-09,5
1.164278707773613e-09,0.1203783292484949,1.164278707773613e-09,2.622543806491518,1.164278707773613e-09,5
1.170151930051347e-09,0.1820590271292853,1.170151930051347e-09,2.490706914683861,1.170151930051347e-09,5
1.175470536047884e-09,0.2449239494077866,1.175470536047884e-09,2.375235088272583,1.175470536047884e-09,5
1.180510751282109e-09,0.3114732294895238,1.180510751282109e-09,2.269513421229626,1.180510751282109e-09,5
1.185301030841995e-09,0.3821476919643796,1.185301030841995e-09,2.172344750514846,1.185301030841995e-09,5
1.189653282292805e-09,0.4541570916534793,1.189653282292805e-09,2.086515802450637,1.189653282292805e-09,5
1.1934826566682e-09,0.5254810730598286,1.1934826566682e-09,2.012406627020037,1.1934826566682e-09,5
1.196852413302073e-09,0.5959323443185565,1.196852413302073e-09,1.948045645936777,1.196852413302073e-09,5
1.200150380731581e-09,0.6724412455202404,1.200150380731581e-09,1.886326184255624,1.200150380731581e-09,5
1.204642120249803e-09,0.7885713242378747,1.204642120249803e-09,1.805512991150474,1.204642120249803e-09,5
1.213281271907328e-09,1.047937610922674,1.213281271907328e-09,1.662214253574995,1.213281271907328e-09,5
1.220222659782187e-09,1.287117091863163,1.220222659782187e-09,1.558380149279433,1.220222659782187e-09,5
1.226460431241012e-09,1.522116598846898,1.226460431241012e-09,1.473034597562667,1.226460431241012e-09,5
1.232903998176455e-09,1.781157743109204,1.232903998176455e-09,1.392056223793758,1.232903998176455e-09,5
1.239398210213318e-09,2.055121015264616,1.239398210213318e-09,1.317062609879496,1.239398210213318e-09,5
1.246067336914763e-09,2.345534008563011,1.246067336914763e-09,1.246134833678568,1.246067336914763e-09,5
1.252912705374705e-09,2.647849447257033,1.252912705374705e-09,1.178832552866941,1.252912705374705e-09,5
1.259757356616037e-09,2.947335147712797,1.259757356616037e-09,1.116201593699059,1.259757356616037e-09,5
1.266246843278259e-09,3.219045934662446,1.266246843278259e-09,1.061056991938891,1.266246843278259e-09,5
1.272046302860939e-09,3.442132462821731,1.272046302860939e-09,1.017172324384171,1.272046302860939e-09,5
1.277450387877348e-09,3.628937909999388,1.277450387877348e-09,0.981112324439388,1.277450387877348e-09,5
1.28414011992425e-09,3.832741382088958,1.28414011992425e-09,0.9396913138402037,1.28414011992425e-09,5
1.293677082040716e-09,4.076056961348787,1.293677082040716e-09,0.8809666125288789,1.293677082040716e-09,5
1.303832933767101e-09,4.282591036633826,1.303832933767101e-09,0.8150043202443364,1.303832933767101e-09,5
1.313651322072232e-09,4.439082537626637,1.313651322072232e-09,0.7481842847119341,1.313651322072232e-09,5
1.323774038375053e-09,4.564293767776105,1.323774038375053e-09,0.6784705037369442,1.323774038375053e-09,5
1.334293519640769e-09,4.663754626668503,1.334293519640769e-09,0.6073765418929621,1.334293519640769e-09,5
1.345253477838968e-09,4.741892836809313,1.345253477838968e-09,0.5366397750077552,1.345253477838968e-09,5
1.356941480407544e-09,4.803842598022294,1.356941480407544e-09,0.4664673276865598,1.356941480407544e-09,5
1.369655742471124e-09,4.853044498930638,1.369655742471124e-09,0.39737301803943,1.369655742471124e-09,5
1.38370955053113e-09,4.89189324901595,1.38370955053113e-09,0.3302626342701605,1.38370955053113e-09,5
1.399477031808368e-09,4.922247875840576,1.399477031808368e-09,0.2662654906768306,1.399477031808368e-09,5
1.417425163564683e-09,4.945628086219272,1.417425163564683e-09,0.2066786374104665,1.417425163564683e-09,5
1.438175145471359e-09,4.963330894689293,1.438175145471359e-09,0.1528397317293697,1.438175145471359e-09,5
1.462589045294204e-09,4.976464262444119,1.462589045294204e-09,0.1060182037258671,1.462589045294204e-09,5
1.480626057252728e-09,4.982677528943759,1.480626057252728e-09,0.0806568602554828,1.480626057252728e-09,5
1.512426549481302e-09,4.989831192487207,1.512426549481302e-09,0.04911042105603138,1.512426549481302e-09,5
1.534784979649438e-09,4.992922537707739,1.534784979649438e-09,0.03451560319275383,1.534784979649438e-09,5
1.571910874511576e-09,4.996162459156675,1.571910874511576e-09,0.01880956409669068,1.571910874511576e-09,5
1.603152161756359e-09,4.997725280800998,1.603152161756359e-09,0.01111930270232128,1.603152161756359e-09,5
1.635334518682899e-09,4.99867947544486,1.635334518682899e-09,0.006416439050113699,1.635334518682899e-09,5
1.676086445347282e-09,4.99935992080069,1.676086445347282e-09,0.003084222188808354,1.676086445347282e-09,5
1.72782256705937e-09,4.99977948789044,1.72782256705937e-09,0.001049940016716357,1.72782256705937e-09,5
1.796076536589898e-09,4.999988689156548,1.796076536589898e-09,4.677095485064149e-05,1.796076536589898e-09,5
1.893653024563815e-09,5.000052324844504,1.893653024563815e-09,-0.0002537125421831739,1.893653024563815e-09,5
2.042906031892852e-09,5.000036456771195,2.042906031892852e-09,-0.0001779035197280304,2.042906031892852e-09,5
2.272125140357087e-09,5.000008607677136,2.272125140357087e-09,-4.260080573644377e-05,2.272125140357087e-09,5
2.522125140357087e-09,4.999999491747915,2.522125140357087e-09,2.307392872110715e-06,2.522125140357087e-09,5
2.772125140357087e-09,4.99999897149446,2.772125140357087e-09,4.939508446798398e-06,2.772125140357087e-09,5
3.022125140357087e-09,4.999999634853325,3.022125140357087e-09,1.680261234800614e-06,3.022125140357087e-09,5
3.272125140357087e-09,4.999999945382086,3.272125140357087e-09,1.743031733576535e-07,3.272125140357087e-09,5
3.522125140357088e-09,5.000000001213122,3.522125140357088e-09,-9.142495323455684e-08,3.522125140357088e-09,5
3.772125140357087e-09,4.999999992642943,3.772125140357087e-09,-4.850421371983631e-08,3.772125140357087e-09,5
4.022125140357087e-09,4.999999983959582,4.022125140357087e-09,-6.949104572557504e-09,4.022125140357087e-09,5
4.272125140357087e-09,4.999999981459521,4.272125140357087e-09,4.702904545977845e-09,4.272125140357087e-09,5
4.522125140357087e-09,4.999999981345693,4.522125140357087e-09,5.237939006720676e-09,4.522125140357087e-09,5
4.772125140357086e-09,4.999999981539456,4.772125140357086e-09,4.330326172045905e-09,4.772125140357086e-09,5
5.022125140357086e-09,4.99999998162316,5.022125140357086e-09,3.910778021878566e-09,5.022125140357086e-09,5
5.272125140357086e-09,4.999999981637497,5.272125140357086e-09,3.837310717852301e-09,5.272125140357086e-09,5
5.522125140357086e-09,4.999999981634976,5.522125140357086e-09,3.849370658495552e-09,5.522125140357086e-09,5
5.772125140357085e-09,4.999999981632595,5.772125140357085e-09,3.861022284972856e-09,5.772125140357085e-09,5
5.936062570178543e-09,4.999999981632032,5.936062570178543e-09,3.863772059658028e-09,5.936062570178543e-09,5
6.1e-09,4.999999981631916,6.1e-09,3.864324275717485e-09,6.1e-09,5
6.103125e-09,4.997583376520554,6.103125e-09,-0.01235053858505924,6.103125e-09,4.843749999999988
6.107189096019839e-09,4.994817485195703,6.107189096019839e-09,-0.02765779567658973,6.107189096019839e-09,4.640545199008056
6.115317288059516e-09,4.990229039957835,6.115317288059516e-09,-0.05770882508480489,6.115317288059516e-09,4.23413559702419
6.127434312129387e-09,4.986608113493379,6.127434312129387e-09,-0.09379784160338075,6.127434312129387e-09,3.628284393530639
6.139398815754035e-09,4.988936108039277,6.139398815754035e-09,-0.1017961435991761,6.139398815754035e-09,3.03005921229823
6.14915879390949e-09,4.994422301176721,6.14915879390949e-09,-0.08630344204851252,6.14915879390949e-09,2.542060304525493
6.168045213136426e-09,5.011817929474799,6.168045213136426e-09,0.00346571428311034,6.168045213136426e-09,1.597739343178697
6.184022606568213e-09,5.034043745980511,6.184022606568213e-09,0.1572864981557275,6.184022606568213e-09,0.7988696715893679
6.192011303284106e-09,5.050546654683993,6.192011303284106e-09,0.2794659145032977,6.192011303284106e-09,0.3994348357947031
6.2e-09,5.0686089379663,6.2e-09,0.4259214035298926,6.2e-09,0
6.201353354195274e-09,5.072640894669146,6.201353354195274e-09,0.457272348225003,6.201353354195274e-09,0
6.202525928040819e-09,5.076054663729225,6.202525928040819e-09,0.4844300868318489,6.202525928040819e-09,0
6.203989393100315e-09,5.080170001731215,6.203989393100315e-09,0.5182890637274177,6.203989393100315e-09,0
6.206916323219306e-09,5.087904847610091,6.206916323219306e-09,0.5858549359521809,6.206916323219306e-09,0
6.212770183457288e-09,5.10160918756799,6.212770183457288e-09,0.720251703420995,6.212770183457288e-09,0
6.224477903933252e-09,5.122596417580032,6.224477903933252e-09,0.973714192903639,6.224477903933252e-09,0
6.233743671443017e-09,5.129718565224546,6.233743671443017e-09,1.155335598367774,6.233743671443017e-09,0
6.245914487699953e-09,5.12143436073425,6.245914487699953e-09,1.384645655614402,6.245914487699953e-09,0
6.256118373769587e-09,5.099395014167015,6.256118373769587e-09,1.569315917210001,6.256118373769587e-09,0
6.276526145908856e-09,5.019427082731172,6.276526145908856e-09,1.918327515460883,6.276526145908856e-09,0
6.299168521832284e-09,4.88530079991958,6.299168521832284e-09,2.276920743268017,6.299168521832284e-09,0
6.320034058894919e-09,4.71412641203744,6.320034058894919e-09,2.576283370176467,6.320034058894919e-09,0
6.32787668077023e-09,4.635811722289168,6.32787668077023e-09,2.681057018608684,6.32787668077023e-09,0
6.343561924520852e-09,4.446239869678173,6.343561924520852e-09,2.880124824275726,6.343561924520852e-09,0
6.353686923730716e-09,4.287770327887261,6.353686923730716e-09,3.005754435789364,6.353686923730716e-09,0
6.363525846248542e-09,4.098503195440199,6.363525846248542e-09,3.123236149272734,6.363525846248542e-09,0
6.374958819639851e-09,3.836198888901021,6.374958819639851e-09,3.247696306992489,6.374958819639851e-09,0
6.388090028577295e-09,3.481437412499,6.388090028577295e-09,3.374107818539559,6.388090028577295e-09,0
6.407865502238808e-09,2.852863942671318,6.407865502238808e-09,3.534669499233605,6.407865502238808e-09,0
6.424362474707886e-09,2.257673369971205,6.424362474707886e-09,3.645041980651064,6.424362474707886e-09,0
6.438757603119697e-09,1.709021717681275,6.438757603119697e-09,3.727630170946954,6.438757603119697e-09,0
6.44579995486822e-09,1.447732662355429,6.44579995486822e-09,3.763834126303709,6.44579995486822e-09,0
6.453097927152179e-09,1.202362501532014,6.453097927152179e-09,3.797279627696913,6.453097927152179e-09,0
6.459510218282719e-09,1.013755868890415,6.459510218282719e-09,3.824851890887428,6.459510218282719e-09,0
6.467617501469132e-09,0.8115087751715734,6.467617501469132e-09,3.860828864065315,6.467617501469132e-09,0
6.478856276339256e-09,0.5914202615673263,6.478856276339256e-09,3.915799846754775,6.478856276339256e-09,0
6.490871535635078e-09,0.4199937177692281,6.490871535635078e-09,3.981155735811695,6.490871535635078e-09,0
6.501422153851515e-09,0.3120051681688008,6.501422153851515e-09,4.04253371561997,6.501422153851515e-09,0
6.511796857034203e-09,0.2346705029691398,6.511796857034203e-09,4.104552183988223,6.511796857034203e-09,0
6.52259186775737e-09,0.1762816714915492,6.52259186775737e-09,4.169107287392198,6.52259186775737e-09,0
6.534217781552106e-09,0.1314303455815924,6.534217781552106e-09,4.237534251332984,6.534217781552106e-09,0
6.547194650363432e-09,0.09672168951286475,6.547194650363432e-09,4.312910825571722,6.547194650363432e-09,0
6.561810643322183e-09,0.0703703838295917,6.561810643322183e-09,4.397705725282108,6.561810643322183e-09,0
6.578245684552724e-09,0.05109766717871568,6.578245684552724e-09,4.487603126496618,6.578245684552724e-09,0
6.597621226430225e-09,0.03692815537169886,6.597621226430225e-09,4.579737015263832,6.597621226430225e-09,0
6.619395048820365e-09,0.02710371097491582,6.619395048820365e-09,4.665323273284649,6.619395048820365e-09,0
6.637366069507602e-09,0.02176886286728349,6.637366069507602e-09,4.723215631160012,6.637366069507602e-09,0
6.669192753762023e-09,0.01513564022053616,6.669192753762023e-09,4.803292705090711,6.669192753762023e-09,0
6.691498595200837e-09,0.01188433913284506,6.691498595200837e-09,4.84535225778934,6.691498595200837e-09,0
6.726093480094512e-09,0.008163125378209554,6.726093480094512e-09,4.893977178028259,6.726093480094512e-09,0
6.755207369612155e-09,0.005939083161872681,6.755207369612155e-09,4.922980848489617,6.755207369612155e-09,0
6.783752019052496e-09,0.004343605461513802,6.783752019052496e-09,4.943695123132462,6.783752019052496e-09,0
6.817097363660593e-09,0.003003217245684719,6.817097363660593e-09,4.961039305339905,6.817097363660593e-09,0
6.855394794712732e-09,0.001952199581928674,6.855394794712732e-09,4.974630362905061,6.855394794712732e-09,0
6.899784268196567e-09,0.001170425818166917,6.899784268196567e-09,4.984758351605596,6.899784268196567e-09,0
6.953222685622708e-09,0.00061479018638695,6.953222685622708e-09,4.991978564706423,6.953222685622708e-09,0
7.019671593120663e-09,0.0002544943270016508,7.019671593120663e-09,4.996674629291115,7.019671593120663e-09,0
7.105673989701783e-09,5.486931835819802e-05,7.105673989701783e-09,4.999282512715581,7.105673989701783e-09,0
7.219996298021416e-09,-2.353123121264471e-05,7.219996298021416e-09,5.000308154148801,7.219996298021416e-09,0
7.370076277887577e-09,-3.016556581509329e-05,7.370076277887577e-09,5.000393459400968,7.370076277887577e-09,0
7.580615239163789e-09,-1.383320274032742e-05,7.580615239163789e-09,5.000179801257296,7.580615239163789e-09,0
7.83061523916379e-09,-2.532252765850468e-06,7.83061523916379e-09,5.000032946092305,7.83061523916379e-09,0
8.08061523916379e-09,4.581666463524356e-07,8.08061523916379e-09,4.999994243153538,8.08061523916379e-09,0
8.330615239163791e-09,5.362264004594935e-07,8.330615239163791e-09,4.999993240748901,8.330615239163791e-09,0
8.580615239163792e-09,2.155603388955603e-07,8.580615239163792e-09,4.999997399589085,8.580615239163792e-09,0
8.830615239163792e-09,5.073437255282014e-08,8.830615239163792e-09,4.999999549155114,8.830615239163792e-09,0
9.080615239163793e-09,9.339721019209195e-09,9.080615239163793e-09,5.000000089626957,9.080615239163793e-09,0
9.330615239163793e-09,9.214206626773145e-09,9.330615239163793e-09,5.000000090417826,9.330615239163793e-09,0
9.580615239163794e-09,1.419464427421942e-08,9.580615239163794e-09,5.00000002552791,9.580615239163794e-09,0
9.830615239163794e-09,1.662975960206729e-08,9.830615239163794e-09,4.999999994503047,9.830615239163794e-09,0
1.00806152391638e-08,1.719103278518732e-08,1.00806152391638e-08,4.999999987398814,1.00806152391638e-08,0
1.03306152391638e-08,1.716385166377644e-08,1.03306152391638e-08,4.999999987592549,1.03306152391638e-08,0
1.05806152391638e-08,1.708986584590292e-08,1.05806152391638e-08,4.999999988620845,1.05806152391638e-08,0
1.08306152391638e-08,1.705484333119826e-08,1.08306152391638e-08,4.999999989094562,1.08306152391638e-08,0
1.09653076195819e-08,1.704943229884348e-08,1.09653076195819e-08,4.999999989165118,1.09653076195819e-08,0
1.11e-08,1.70483139494688e-08,1.11e-08,4.999999989179254,1.11e-08,0
1.1103125e-08,0.002611443936197993,1.1103125e-08,5.013871300167669,1.1103125e-08,0.1562500000000117
1.110700776679712e-08,0.005454702279798017,1.110700776679712e-08,5.030526518599009,1.110700776679712e-08,0.3503883398562282
1.111477330039137e-08,0.009916200216742459,1.111477330039137e-08,5.062813871062927,1.111477330039137e-08,0.7386650195686613
1.112427625764001e-08,0.01249367899717348,1.112427625764001e-08,5.094222545761597,1.112427625764001e-08,1.213812882000459
1.113451485434179e-08,0.009735490575623149,1.113451485434179e-08,5.100650707225381,1.113451485434179e-08,1.725742717089334
1.114285729286796e-08,0.003977700730100194,1.114285729286796e-08,5.082689495802473,1.114285729286796e-08,2.142864643398135
1.115751917786179e-08,-0.01174397775024331,1.115751917786179e-08,4.997660006821023,1.115751917786179e-08,2.875958893089661
1.117102195951423e-08,-0.03100788791172501,1.117102195951423e-08,4.854161480313421,1.117102195951423e-08,3.551097975711355
1.117948987747976e-08,-0.04745254207850952,1.117948987747976e-08,4.71630453581036,1.117948987747976e-08,3.974493873988194
1.118781592849737e-08,-0.06748065498443689,1.118781592849737e-08,4.536005153547348,1.118781592849737e-08,4.390796424868471
1.119390796424868e-08,-0.083411163103137,1.119390796424868e-08,4.382823121117147,1.119390796424868e-08,4.695398212434217
1.12e-08,-0.1004735509580631,1.12e-08,4.232064720743422,1.12e-08,4.999999999999962
1.120104736414407e-08,-0.1041849312932586,1.120104736414407e-08,4.203396731604608,1.120104736414407e-08,5
1.120203129709001e-08,-0.1075332457324089,1.120203129709001e-08,4.176652399970165,1.120203129709001e-08,5
1.120327655683797e-08,-0.1114795960249276,1.120327655683797e-08,4.142985614412547,1.120327655683797e-08,5
1.120576707633387e-08,-0.1182462369814118,1.120576707633387e-08,4.076064616763214,1.120576707633387e-08,5
1.121074811532569e-08,-0.1270799695886165,1.121074811532569e-08,3.943447787794101,1.121074811532569e-08,5
1.122071019330932e-08,-0.1265894410650716,1.122071019330932e-08,3.682687235348847,1.122071019330932e-08,5
1.124063434927658e-08,-0.06029962544370074,1.124063434927658e-08,3.178967914071194,1.124063434927658e-08,5
1.125945262432004e-08,0.07442079515479656,1.125945262432004e-08,2.728159619135443,1.125945262432004e-08,5
1.127923715771286e-08,0.2954728498320118,1.127923715771286e-08,2.295742414028773,1.127923715771286e-08,5
1.128969032744722e-08,0.4581637288834001,1.128969032744722e-08,2.087268863134985,1.128969032744722e-08,5
1.130100956848154e-08,0.7019775223401917,1.130100956848154e-08,1.873269182694123,1.130100956848154e-08,5
1.130939345737669e-08,0.9353174716161027,1.130939345737669e-08,1.727630322823847,1.130939345737669e-08,5
1.131942076468296e-08,1.26695832984464,1.131942076468296e-08,1.572491967597856,1.131942076468296e-08,5
1.133123283658805e-08,1.717724821414516,1.133123283658805e-08,1.414150060652721,1.133123283658805e-08,5
1.13415986284822e-08,2.151917729957017,1.13415986284822e-08,1.294005666026265,1.13415986284822e-08,5
1.135094640780379e-08,2.56032983782466,1.135094640780379e-08,1.198118005295896,1.135094640780379e-08,5
1.135977899955426e-08,2.945814500317192,1.135977899955426e-08,1.116112651396046,1.135977899955426e-08,5
1.13678185515055e-08,3.277895984085658,1.13678185515055e-08,1.048347108333666,1.13678185515055e-08,5
1.13746872759564e-08,3.531772880228815,1.13746872759564e-08,0.9986146630420062,1.13746872759564e-08,5
1.138100575139172e-08,3.736867012221278,1.138100575139172e-08,0.9583253156275207,1.138100575139172e-08,5
1.138995970626753e-08,3.983931844003833,1.138995970626753e-08,0.903615843232103,1.138995970626753e-08,5
1.139978221318228e-08,4.203410549055982,1.139978221318228e-08,0.8414584349617495,1.139978221318228e-08,5
1.141035750772517e-08,4.388834540128141,1.141035750772517e-08,0.7706693411652121,1.141035750772517e-08,5
1.142106798727654e-08,4.532692646061427,1.142106798727654e-08,0.6971424795630994,1.142106798727654e-08,5
1.143192465764703e-08,4.642951329426913,1.143192465764703e-08,0.6233915404502557,1.143192465764703e-08,5
1.144310362270919e-08,4.727900461020436,1.144310362270919e-08,0.5504663270913245,1.144310362270919e-08,5
1.145488144678082e-08,4.79407570882701,1.145488144678082e-08,0.4786972966212563,1.145488144678082e-08,5
1.146759487410412e-08,4.84606522695961,1.146759487410412e-08,0.4083180398819853,1.146759487410412e-08,5
1.148158878565671e-08,4.88687654235178,1.148158878565671e-08,0.3400072263115959,1.148158878565671e-08,5
1.149724620636978e-08,4.918654924270889,1.149724620636978e-08,0.2748112115991236,1.149724620636978e-08,5
1.151503442515756e-08,4.943081494519865,1.151503442515756e-08,0.2139950533023443,1.151503442515756e-08,5
1.153556516869266e-08,4.961552677910859,1.153556516869266e-08,0.1589034017964274,1.153556516869266e-08,5
1.155968189464526e-08,4.975247531454783,1.155968189464526e-08,0.1108308834920599,1.155968189464526e-08,5
1.157733441694996e-08,4.981682645531718,1.157733441694996e-08,0.08487138992559914,1.157733441694996e-08,5
1.159922918662682e-08,4.987207414661443,1.159922918662682e-08,0.06073784873581875,1.159922918662682e-08,5
1.163303784041437e-08,4.992674733057666,1.163303784041437e-08,0.03556231664888195,1.163303784041437e-08,5
1.165711408772807e-08,4.995041559301981,1.165711408772807e-08,0.02418502555702388,1.165711408772807e-08,5
1.169788025863953e-08,4.997498849550627,1.169788025863953e-08,0.01220682455516004,1.169788025863953e-08,5
1.173395960049981e-08,4.998670802183969,1.173395960049981e-08,0.006462141330461049,1.173395960049981e-08,5
