/O X,/O Y,/net8 X,/net8 Y,/net3 X,/net3 Y
0,4.999999981632027,0,2.892568355444196e-08,0,5
2.5e-11,4.999999981631999,2.5e-11,2.892567897469222e-08,2.5e-11,5
7.5e-11,4.999999981631976,7.5e-11,2.892567858522665e-08,7.5e-11,5
1.75e-10,4.999999981631961,1.75e-10,2.892567972183454e-08,1.75e-10,5
3.749999999999999e-10,4.99999998163196,3.749999999999999e-10,2.892568325554839e-08,3.749999999999999e-10,5
6.25e-10,4.999999981631961,6.25e-10,2.892568440868272e-08,6.25e-10,5
8.125e-10,4.999999981631961,8.125e-10,2.892568397519076e-08,8.125e-10,5
1e-09,4.999999981631961,1e-09,2.892568410835868e-08,1e-09,5
1.000245816234478e-09,4.999950686094738,1.000245816234478e-09,-0.0002319831089855981,1.000245816234478e-09,4.987709188276106
1.000429116617057e-09,4.999913229780722,1.000429116617057e-09,-0.0004089240497971918,1.000429116617057e-09,4.978544169147166
1.000795717382214e-09,4.999835710135529,1.000795717382214e-09,-0.0007777263434466742,1.000795717382214e-09,4.960214130889287
1.001172439725112e-09,4.999752423498723,1.001172439725112e-09,-0.001177824846390132,1.001172439725112e-09,4.94137801374438
1.001925884410909e-09,4.999575777071217,1.001925884410909e-09,-0.002038832165913216,1.001925884410909e-09,4.903705779454569
1.002954231387394e-09,4.999316092994055,1.002954231387394e-09,-0.003332528217746644,1.002954231387394e-09,4.852288430630292
1.003946039458226e-09,4.999048829331096,1.003946039458226e-09,-0.00469557656573064,1.003946039458226e-09,4.802698027088701
1.005003312191286e-09,4.998749744063839,1.005003312191286e-09,-0.006256840667663834,1.005003312191286e-09,4.749834390435723
1.006147754103918e-09,4.998413841059413,1.006147754103918e-09,-0.008054593596702219,1.006147754103918e-09,4.692612294804121
1.007379321994725e-09,4.998042805652769,1.007379321994725e-09,-0.01009493373826466,1.007379321994725e-09,4.631033900263748
1.008715651884532e-09,4.997633609514426,1.008715651884532e-09,-0.01241280498898804,1.008715651884532e-09,4.564217405773385
1.010166284272044e-09,4.997184980545442,1.010166284272044e-09,-0.01503700719412241,1.010166284272044e-09,4.491685786397825
1.01174060678554e-09,4.996686959244552,1.01174060678554e-09,-0.01804199715418988,1.01174060678554e-09,4.412969660722981
1.012791244920249e-09,4.99632957408087,1.012791244920249e-09,-0.02022803298736809,1.012791244920249e-09,4.360437753987529
1.013804446164857e-09,4.995944990528731,1.013804446164857e-09,-0.02257589116300845,1.013804446164857e-09,4.309777691757141
1.014737465075901e-09,4.995556737434154,1.014737465075901e-09,-0.02494789371607686,1.014737465075901e-09,4.263126746204975
1.015627387789209e-09,4.995173803322558,1.015627387789209e-09,-0.02731704709607893,1.015627387789209e-09,4.218630610539556
1.016519987388149e-09,4.994794313936333,1.016519987388149e-09,-0.02971927875998711,1.016519987388149e-09,4.174000630592576
1.01742813357215e-09,4.994423113863904,1.01742813357215e-09,-0.03214146684931393,1.01742813357215e-09,4.128593321392508
1.018525410518763e-09,4.994001945416851,1.018525410518763e-09,-0.03500144052451993,1.018525410518763e-09,4.073729474061831
1.019950565487698e-09,4.993505932571463,1.019950565487698e-09,-0.0385694709237628,1.019950565487698e-09,4.002471725615095
1.021784554118086e-09,4.992958013889009,1.021784554118086e-09,-0.04287287779367858,1.021784554118086e-09,3.910772294095725
1.024069702861791e-09,4.992421840089374,1.024069702861791e-09,-0.04772327672700507,1.024069702861791e-09,3.796514856910472
1.026776336646551e-09,4.991998556210214,1.026776336646551e-09,-0.05265940254221939,1.026776336646551e-09,3.661183167672477
1.029843282056725e-09,4.991793002198806,1.029843282056725e-09,-0.05710532145689431,1.029843282056725e-09,3.507835897163764
1.033264115522982e-09,4.991896044508069,1.033264115522982e-09,-0.06053362087474089,1.033264115522982e-09,3.33679422385091
1.037094644504148e-09,4.992405080591961,1.037094644504148e-09,-0.06236425245378489,1.037094644504148e-09,3.145267774792628
1.041424387493155e-09,4.993443356722916,1.041424387493155e-09,-0.06179143210757589,1.041424387493155e-09,2.928780625342256
1.046399560732997e-09,4.995182406946537,1.046399560732997e-09,-0.0575945486282595,1.046399560732997e-09,2.680021963350157
1.052340945954366e-09,4.997925375873552,1.052340945954366e-09,-0.04756585185658181,1.052340945954366e-09,2.382952702281718
1.060024342833031e-09,5.002478897618525,1.060024342833031e-09,-0.02643650928312015,1.060024342833031e-09,1.99878285834845
1.069548593296745e-09,5.00934603175285,1.069548593296745e-09,0.01234573371729364,1.069548593296745e-09,1.522570335162738
1.077811442003698e-09,5.016019992681198,1.077811442003698e-09,0.05698143446485525,1.077811442003698e-09,1.109427899815091
1.082075921422439e-09,5.019676087170478,1.082075921422439e-09,0.0839698298546894,1.082075921422439e-09,0.8962039288780588
1.08421011986789e-09,5.021553883242345,1.08421011986789e-09,0.09848992904009235,1.08421011986789e-09,0.7894940066054827
1.085874705395976e-09,5.02304111606922,1.085874705395976e-09,0.1102972875031113,1.085874705395976e-09,0.706264730201184
1.086880315723002e-09,5.023951109297348,1.086880315723002e-09,0.1176463449195283,1.086880315723002e-09,0.6559842138498873
1.087905114655704e-09,5.024891479060248,1.087905114655704e-09,0.1253234219749874,1.087905114655704e-09,0.6047442672147962
1.088721887192551e-09,5.025653965137938,1.088721887192551e-09,0.13159532275729,1.088721887192551e-09,0.5639056403724458
1.08959238292354e-09,5.026482993605804,1.08959238292354e-09,0.138447635025983,1.08959238292354e-09,0.5203808538230126
1.090488767284015e-09,5.027356579210597,1.090488767284015e-09,0.1456968437723425,1.090488767284015e-09,0.4755616357992718
1.091236018800853e-09,5.028100756445747,1.091236018800853e-09,0.1518935221778757,1.091236018800853e-09,0.4381990599573475
1.092085986691538e-09,5.028964658622598,1.092085986691538e-09,0.1591128443328452,1.092085986691538e-09,0.3957006654231066
1.093297982020766e-09,5.030227287851998,1.093297982020766e-09,0.1697198270476851,1.093297982020766e-09,0.3351008989616888
1.095200325004104e-09,5.032276834242368,1.095200325004104e-09,0.1870991343779156,1.095200325004104e-09,0.2399837497947797
1.097600162502052e-09,5.03496915349672,1.097600162502052e-09,0.2102712036575804,1.097600162502052e-09,0.1199918748973881
1.1e-09,5.037767722808622,1.1e-09,0.2348047789726354,1.1e-09,0
1.10038669637423e-09,5.038384164726408,1.10038669637423e-09,0.2396020014195043,1.10038669637423e-09,0
1.100807207719502e-09,5.039048413995685,1.100807207719502e-09,0.2448162165472444,1.100807207719502e-09,0
1.101365343749616e-09,5.039916982467709,1.101365343749616e-09,0.251730681591315,1.101365343749616e-09,0
1.102481615809842e-09,5.04160753011169,1.102481615809842e-09,0.2655379595274612,1.102481615809842e-09,0
1.104714159930294e-09,5.044812045379129,1.104714159930294e-09,0.2930800855777499,1.104714159930294e-09,0
1.108005393711566e-09,5.049148006035365,1.108005393711566e-09,0.3335557931900576,1.108005393711566e-09,0
1.111418303696703e-09,5.053210798040054,1.111418303696703e-09,0.3754255767566282,1.111418303696703e-09,0
1.115071050778283e-09,5.057133789094318,1.115071050778283e-09,0.4201812721488896,1.115071050778283e-09,0
1.119429960853553e-09,5.061324019506789,1.119429960853553e-09,0.4735787463708954,1.119429960853553e-09,0
1.124703083304253e-09,5.065793570709841,1.124703083304253e-09,0.5382275771640821,1.124703083304253e-09,0
1.131173612645792e-09,5.070543281689649,1.131173612645792e-09,0.6176912954107625,1.131173612645792e-09,0
1.139269207663527e-09,5.075579226740538,1.139269207663527e-09,0.717298304340212,1.139269207663527e-09,0
1.14958152789821e-09,5.080877082721017,1.14958152789821e-09,0.843459813147874,1.14958152789821e-09,0
1.161078422452405e-09,5.085115964942133,1.161078422452405e-09,0.9783514560166019,1.161078422452405e-09,0
1.169306370980825e-09,5.085397674415919,1.169306370980825e-09,1.072202407985709,1.169306370980825e-09,0
1.180506008588783e-09,5.079734125703823,1.180506008588783e-09,1.198813480058316,1.180506008588783e-09,0
1.191432587518708e-09,5.067036569222641,1.191432587518708e-09,1.321075968438445,1.191432587518708e-09,0
1.209802297109086e-09,5.030654626127135,1.209802297109086e-09,1.523245806370516,1.209802297109086e-09,0
1.232065007592147e-09,4.965205355449975,1.232065007592147e-09,1.76274603490535,1.232065007592147e-09,0
1.243986979637105e-09,4.921195970000249,1.243986979637105e-09,1.888411176345758,1.243986979637105e-09,0
1.267830923727021e-09,4.81282066901549,1.267830923727021e-09,2.13231255221947,1.267830923727021e-09,0
1.287454623889221e-09,4.701490529855748,1.287454623889221e-09,2.324773288771006,1.287454623889221e-09,0
1.300300438141856e-09,4.615930489779588,1.300300438141856e-09,2.446439387164685,1.300300438141856e-09,0
1.311457372047048e-09,4.531564902416904,1.311457372047048e-09,2.549285270899412,1.311457372047048e-09,0
1.332951309144765e-09,4.329556125140143,1.332951309144765e-09,2.741027666704127,1.332951309144765e-09,0
1.350705279026959e-09,4.097981166046462,1.350705279026959e-09,2.895754762735589,1.350705279026959e-09,0
1.363664168224993e-09,3.884299305027945,1.363664168224993e-09,3.002856618437765,1.363664168224993e-09,0
1.379520411698097e-09,3.570316464100598,1.379520411698097e-09,3.124315655151817,1.379520411698097e-09,0
1.400097666802009e-09,3.079427410511911,1.400097666802009e-09,3.266896906059854,1.400097666802009e-09,0
1.409781827856931e-09,2.81721213696309,1.409781827856931e-09,3.328474718898043,1.409781827856931e-09,0
1.429150149966775e-09,2.242246252159688,1.429150149966775e-09,3.442509288808057,1.429150149966775e-09,0
1.448240190859198e-09,1.631936395175253,1.448240190859198e-09,3.545294520882563,1.448240190859198e-09,0
1.456288372530675e-09,1.378531036422183,1.456288372530675e-09,3.586126465307736,1.456288372530675e-09,0
1.464834786822268e-09,1.135059273836828,1.464834786822268e-09,3.6269060631482,1.464834786822268e-09,0
1.472169223366968e-09,0.9536670324144945,1.472169223366968e-09,3.660828231840448,1.472169223366968e-09,0
1.48101048272345e-09,0.7689040479295416,1.48101048272345e-09,3.702857311978643,1.48101048272345e-09,0
1.493616608879163e-09,0.5628705479377299,1.493616608879163e-09,3.766921356304379,1.493616608879163e-09,0
1.506997868541525e-09,0.4044091549055813,1.506997868541525e-09,3.839846709863562,1.506997868541525e-09,0
1.518702272188786e-09,0.3050411599718439,1.518702272188786e-09,3.906273882457536,1.518702272188786e-09,0
1.530280813224565e-09,0.2330783002809833,1.530280813224565e-09,3.972694744261154,1.530280813224565e-09,0
1.542385013000169e-09,0.1777986901529666,1.542385013000169e-09,4.041349233990574,1.542385013000169e-09,0
1.555488602188314e-09,0.1340973646197297,1.555488602188314e-09,4.113495697041261,1.555488602188314e-09,0
1.570263158975431e-09,0.09888593740548356,1.570263158975431e-09,4.191195406011818,1.570263158975431e-09,0
1.587395766006685e-09,0.0709942829490661,1.587395766006685e-09,4.276477281489393,1.587395766006685e-09,0
1.60745195260244e-09,0.04969493865177514,1.60745195260244e-09,4.371939376802828,1.60745195260244e-09,0
1.630083357106627e-09,0.03473551265042541,1.630083357106627e-09,4.471867732638833,1.630083357106627e-09,0
1.656779887456844e-09,0.02460929156008443,1.656779887456844e-09,4.572575636975284,1.656779887456844e-09,0
1.676281070311926e-09,0.02022312305811086,1.676281070311926e-09,4.634343311187663,1.676281070311926e-09,0
1.711281096260345e-09,0.0148042288112336,1.711281096260345e-09,4.724289791671059,1.711281096260345e-09,0
1.735999010464594e-09,0.01208499707066165,1.735999010464594e-09,4.774081947223359,1.735999010464594e-09,0
1.776162394771322e-09,0.008684323502878455,1.776162394771322e-09,4.836658181722719,1.776162394771322e-09,0
1.809223115711093e-09,0.00659741273993499,1.809223115711093e-09,4.874731889567478,1.809223115711093e-09,0
1.840927483395562e-09,0.00506326417508061,1.840927483395562e-09,4.90257183338705,1.840927483395562e-09,0
1.877472881763922e-09,0.003726386526420425,1.877472881763922e-09,4.926836411935249,1.877472881763922e-09,0
1.918552148782892e-09,0.002636060633832801,1.918552148782892e-09,4.946756640362618,1.918552148782892e-09,0
1.964835463821255e-09,0.001782110538290729,1.964835463821255e-09,4.962549265265916,1.964835463821255e-09,0
2.018804209828734e-09,0.001125452326801964,2.018804209828734e-09,4.974900324140102,2.018804209828734e-09,0
2.083237605827074e-09,0.0006447735025436349,2.083237605827074e-09,4.984152120915558,2.083237605827074e-09,0
2.162107894962759e-09,0.0003187920366364346,2.162107894962759e-09,4.990647303198469,2.162107894962759e-09,0
2.262147114398113e-09,0.0001214740242309852,2.262147114398113e-09,4.994826436821818,2.262147114398113e-09,0
2.394719410192723e-09,2.356518568440312e-05,2.394719410192723e-09,4.997195442241482,2.394719410192723e-09,0
2.56475557551222e-09,-5.668290945550625e-06,2.56475557551222e-09,4.998249282483012,2.56475557551222e-09,0
2.794382183178798e-09,-5.2284892591238e-06,2.794382183178798e-09,4.998694630827594,2.794382183178798e-09,0
3.044382183178798e-09,3.796775868282845e-07,3.044382183178798e-09,4.998896577304539,3.044382183178798e-09,0
3.294382183178799e-09,2.726561737704582e-06,3.294382183178799e-09,4.999050951951167,3.294382183178799e-09,0
