/net1 X,/net1 Y,/net03 X,/net03 Y,/o X,/o Y
0,0,0,4.999999981631962,0,1.704906655848801e-08
2.5e-11,0,2.5e-11,4.999999981631962,2.5e-11,1.704906651887732e-08
7.5e-11,0,7.5e-11,4.999999981631962,7.5e-11,1.704906636238439e-08
1.75e-10,0,1.75e-10,4.999999981631962,1.75e-10,1.704906610215847e-08
3.749999999999999e-10,0,3.749999999999999e-10,4.999999981631962,3.749999999999999e-10,1.704906659847582e-08
6.25e-10,0,6.25e-10,4.999999981631962,6.25e-10,1.704906643232353e-08
8.125e-10,0,8.125e-10,4.999999981631962,8.125e-10,1.704906654150262e-08
1e-09,0,1e-09,4.999999981631962,1e-09,1.704906632248585e-08
1.000038726150484e-09,0.001936307524204584,1.000038726150484e-09,5.000237605357639,1.000038726150484e-09,5.018348716047974e-05
1.000067793867445e-09,0.003389693372268936,1.000067793867445e-09,5.00041589311364,1.000067793867445e-09,8.779340552459272e-05
1.000125929301368e-09,0.00629646506839764,1.000125929301368e-09,5.00077218389602,1.000125929301368e-09,0.0001628355231292782
1.000242200169213e-09,0.01211000846065505,1.000242200169213e-09,5.001483550103867,1.000242200169213e-09,0.0003121617493106257
1.000474741904903e-09,0.02373709524516987,1.000474741904903e-09,5.00290138219427,1.000474741904903e-09,0.0006077653026539165
1.000939825376284e-09,0.0469912688141995,1.000939825376284e-09,5.005717590747933,1.000939825376284e-09,0.001186928299714702
1.001869992319045e-09,0.09349961595225878,1.001869992319045e-09,5.011273692313102,1.001869992319045e-09,0.002298485284500801
1.003730326204568e-09,0.1865163102283773,1.003730326204568e-09,5.022092588287333,1.003730326204568e-09,0.004345416295753022
1.005897526836687e-09,0.2948763418343354,1.005897526836687e-09,5.034228485859579,1.005897526836687e-09,0.006456307601413181
1.008165134601649e-09,0.4082567300824382,1.008165134601649e-09,5.046422119025355,1.008165134601649e-09,0.008379066654477612
1.010568642993238e-09,0.5284321496618728,1.010568642993238e-09,5.058824226111585,1.010568642993238e-09,0.01013200329810939
1.013086970632821e-09,0.6543485316410413,1.013086970632821e-09,5.071290836341603,1.013086970632821e-09,0.01169120646217081
1.015718506245013e-09,0.785925312250629,1.015718506245013e-09,5.083861629146115,1.015718506245013e-09,0.01306932558718804
1.017382233005237e-09,0.8691116502618562,1.017382233005237e-09,5.09188776570088,1.017382233005237e-09,0.01388232333128932
1.018991345655642e-09,0.949567282782111,1.018991345655642e-09,5.100109722693872,1.018991345655642e-09,0.0147115403600459
